,Unnamed: 0,pair_id,tm_score,identity_us_align,pro1,pro2,group
3338841,3338841,AF-P46996-F1-model_v3.pdb@@AF-Q04301-F1-model_v3.pdb.txt,0.66125,0.149,P46996,Q04301,pro_with_unknown_function
3338867,3338867,AF-Q8TGS9-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.609895,0.048,Q8TGS9,P80967,pro_with_unknown_function
3339380,3339380,AF-Q8TGT7-F1-model_v3.pdb@@AF-Q9ZZX8-F1-model_v3.pdb.txt,0.5978049999999999,0.067,Q8TGT7,Q9ZZX8,pro_with_unknown_function
3339425,3339425,AF-O13544-F1-model_v3.pdb@@AF-Q05827-F1-model_v3.pdb.txt,0.5176,0.019,O13544,Q05827,pro_with_unknown_function
3339744,3339744,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q05900-F1-model_v3.pdb.txt,0.517985,0.0,Q8TGS5,Q05900,pro_with_unknown_function
3339849,3339849,AF-P0C5Q3-F1-model_v3.pdb@@AF-Q04210-F1-model_v3.pdb.txt,0.552195,0.062,P0C5Q3,Q04210,pro_with_unknown_function
3340069,3340069,AF-P25347-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.58688,0.057,P25347,Q99380,pro_with_unknown_function
3340564,3340564,AF-P0C5S1-F1-model_v3.pdb@@AF-Q03322-F1-model_v3.pdb.txt,0.52184,0.192,P0C5S1,Q03322,pro_with_unknown_function
3341369,3341369,AF-Q2V2P2-F1-model_v3.pdb@@AF-P40532-F1-model_v3.pdb.txt,0.5206299999999999,0.074,Q2V2P2,P40532,pro_with_unknown_function
3341384,3341384,AF-Q3E7A6-F1-model_v3.pdb@@AF-P37267-F1-model_v3.pdb.txt,0.536715,0.139,Q3E7A6,P37267,pro_with_unknown_function
3341645,3341645,AF-P42942-F1-model_v3.pdb@@AF-P38746-F1-model_v3.pdb.txt,0.688975,0.234,P42942,P38746,pro_with_unknown_function
3342054,3342054,AF-Q3E7B5-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.5243599999999999,0.04,Q3E7B5,P0CX86,pro_with_unknown_function
3342252,3342252,AF-P0C5Q3-F1-model_v3.pdb@@AF-P87262-F1-model_v3.pdb.txt,0.52591,0.109,P0C5Q3,P87262,pro_with_unknown_function
3342444,3342444,AF-P0C5N0-F1-model_v3.pdb@@AF-P01098-F1-model_v3.pdb.txt,0.65994,0.038,P0C5N0,P01098,pro_with_unknown_function
3342929,3342929,AF-Q3E809-F1-model_v3.pdb@@AF-P53846-F1-model_v3.pdb.txt,0.5526949999999999,0.077,Q3E809,P53846,pro_with_unknown_function
3342930,3342930,AF-Q3E750-F1-model_v3.pdb@@AF-P32450-F1-model_v3.pdb.txt,0.529005,0.044,Q3E750,P32450,pro_with_unknown_function
3343012,3343012,AF-P0C5S1-F1-model_v3.pdb@@AF-P40451-F1-model_v3.pdb.txt,0.50798,0.115,P0C5S1,P40451,pro_with_unknown_function
3343216,3343216,AF-P0C5S1-F1-model_v3.pdb@@AF-P87275-F1-model_v3.pdb.txt,0.54706,0.115,P0C5S1,P87275,pro_with_unknown_function
3343568,3343568,AF-Q8TGS5-F1-model_v3.pdb@@AF-P25573-F1-model_v3.pdb.txt,0.504695,0.143,Q8TGS5,P25573,pro_with_unknown_function
3343593,3343593,AF-Q3E802-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.634895,0.069,Q3E802,P80967,pro_with_unknown_function
3343748,3343748,AF-P0C5M0-F1-model_v3.pdb@@AF-P43586-F1-model_v3.pdb.txt,0.504455,0.067,P0C5M0,P43586,pro_with_unknown_function
3344298,3344298,AF-Q3E778-F1-model_v3.pdb@@AF-O74700-F1-model_v3.pdb.txt,0.640625,0.0,Q3E778,O74700,pro_with_unknown_function
3344586,3344586,AF-P0C5P6-F1-model_v3.pdb@@AF-P14724-F1-model_v3.pdb.txt,0.5532900000000001,0.086,P0C5P6,P14724,pro_with_unknown_function
3344906,3344906,AF-Q3E767-F1-model_v3.pdb@@AF-Q08560-F1-model_v3.pdb.txt,0.51346,0.122,Q3E767,Q08560,pro_with_unknown_function
3345178,3345178,AF-P0C5K9-F1-model_v3.pdb@@AF-Q07451-F1-model_v3.pdb.txt,0.51129,0.111,P0C5K9,Q07451,pro_with_unknown_function
3345621,3345621,AF-P53748-F1-model_v3.pdb@@AF-P36173-F1-model_v3.pdb.txt,0.542085,0.099,P53748,P36173,pro_with_unknown_function
3345673,3345673,AF-Q05863-F1-model_v3.pdb@@AF-Q3E787-F1-model_v3.pdb.txt,0.525495,0.02,Q05863,Q3E787,pro_with_unknown_function
3345703,3345703,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q06485-F1-model_v3.pdb.txt,0.53323,0.029,Q8TGS5,Q06485,pro_with_unknown_function
3345705,3345705,AF-P0C5M0-F1-model_v3.pdb@@AF-P18411-F1-model_v3.pdb.txt,0.51415,0.089,P0C5M0,P18411,pro_with_unknown_function
3345866,3345866,AF-P0C5N1-F1-model_v3.pdb@@AF-P38819-F1-model_v3.pdb.txt,0.551855,0.075,P0C5N1,P38819,pro_with_unknown_function
3345943,3345943,AF-P43617-F1-model_v3.pdb@@AF-Q03028-F1-model_v3.pdb.txt,0.76416,0.226,P43617,Q03028,pro_with_unknown_function
3346113,3346113,AF-Q3E782-F1-model_v3.pdb@@AF-P47128-F1-model_v3.pdb.txt,0.553965,0.021,Q3E782,P47128,pro_with_unknown_function
3346259,3346259,AF-P53231-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.51781,0.0,P53231,Q3E828,pro_with_unknown_function
3346298,3346298,AF-Q3E7A0-F1-model_v3.pdb@@AF-P40576-F1-model_v3.pdb.txt,0.51704,0.051,Q3E7A0,P40576,pro_with_unknown_function
3346362,3346362,AF-Q3E750-F1-model_v3.pdb@@AF-P46993-F1-model_v3.pdb.txt,0.5730999999999999,0.083,Q3E750,P46993,pro_with_unknown_function
3346580,3346580,AF-P0CT86-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.508055,0.122,P0CT86,P00856,pro_with_unknown_function
3346650,3346650,AF-P0C5N1-F1-model_v3.pdb@@AF-Q03935-F1-model_v3.pdb.txt,0.5513,0.057,P0C5N1,Q03935,pro_with_unknown_function
3346657,3346657,AF-Q03263-F1-model_v3.pdb@@AF-P54862-F1-model_v3.pdb.txt,0.65725,0.112,Q03263,P54862,pro_with_unknown_function
3346691,3346691,AF-Q3E778-F1-model_v3.pdb@@AF-P41735-F1-model_v3.pdb.txt,0.51561,0.029,Q3E778,P41735,pro_with_unknown_function
3347450,3347450,AF-P0C5R4-F1-model_v3.pdb@@AF-P38255-F1-model_v3.pdb.txt,0.5009,0.109,P0C5R4,P38255,pro_with_unknown_function
3347652,3347652,AF-P0C5S1-F1-model_v3.pdb@@AF-P46964-F1-model_v3.pdb.txt,0.526305,0.038,P0C5S1,P46964,pro_with_unknown_function
3348053,3348053,AF-Q3E782-F1-model_v3.pdb@@AF-P48232-F1-model_v3.pdb.txt,0.59939,0.043,Q3E782,P48232,pro_with_unknown_function
3348093,3348093,AF-Q45U18-F1-model_v3.pdb@@AF-P36116-F1-model_v3.pdb.txt,0.54412,0.048,Q45U18,P36116,pro_with_unknown_function
3348287,3348287,AF-Q3E804-F1-model_v3.pdb@@AF-Q06201-F1-model_v3.pdb.txt,0.56088,0.074,Q3E804,Q06201,pro_with_unknown_function
3348381,3348381,AF-P0C5R4-F1-model_v3.pdb@@AF-P36095-F1-model_v3.pdb.txt,0.51963,0.022,P0C5R4,P36095,pro_with_unknown_function
3348539,3348539,AF-Q3E776-F1-model_v3.pdb@@AF-P39103-F1-model_v3.pdb.txt,0.54748,0.075,Q3E776,P39103,pro_with_unknown_function
3348652,3348652,AF-Q3E778-F1-model_v3.pdb@@AF-Q12255-F1-model_v3.pdb.txt,0.501085,0.091,Q3E778,Q12255,pro_with_unknown_function
3348797,3348797,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q3E7B2-F1-model_v3.pdb.txt,0.50273,0.111,Q3E7A6,Q3E7B2,pro_with_unknown_function
3348855,3348855,AF-Q3E810-F1-model_v3.pdb@@AF-P25584-F1-model_v3.pdb.txt,0.52207,0.018,Q3E810,P25584,pro_with_unknown_function
3348872,3348872,AF-P53270-F1-model_v3.pdb@@AF-Q06440-F1-model_v3.pdb.txt,0.506155,0.111,P53270,Q06440,pro_with_unknown_function
3348942,3348942,AF-P0C5N0-F1-model_v3.pdb@@AF-Q12233-F1-model_v3.pdb.txt,0.5134,0.062,P0C5N0,Q12233,pro_with_unknown_function
3348971,3348971,AF-Q3E814-F1-model_v3.pdb@@AF-Q3E784-F1-model_v3.pdb.txt,0.56505,0.047,Q3E814,Q3E784,pro_with_unknown_function
3349020,3349020,AF-Q3E778-F1-model_v3.pdb@@AF-Q06616-F1-model_v3.pdb.txt,0.5312399999999999,0.088,Q3E778,Q06616,pro_with_unknown_function
3349049,3349049,AF-Q3E742-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.54465,0.042,Q3E742,P0CX87,pro_with_unknown_function
3349183,3349183,AF-P40575-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.53081,0.0,P40575,P0CX87,pro_with_unknown_function
3349453,3349453,AF-Q04223-F1-model_v3.pdb@@AF-P38774-F1-model_v3.pdb.txt,0.60322,0.142,Q04223,P38774,pro_with_unknown_function
3349573,3349573,AF-Q3E778-F1-model_v3.pdb@@AF-Q05043-F1-model_v3.pdb.txt,0.500985,0.029,Q3E778,Q05043,pro_with_unknown_function
3350142,3350142,AF-P53748-F1-model_v3.pdb@@AF-Q04162-F1-model_v3.pdb.txt,0.5498700000000001,0.087,P53748,Q04162,pro_with_unknown_function
3350612,3350612,AF-Q3E778-F1-model_v3.pdb@@AF-Q3E764-F1-model_v3.pdb.txt,0.59866,0.267,Q3E778,Q3E764,pro_with_unknown_function
3350706,3350706,AF-P0C268-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.510445,0.037,P0C268,P32903,pro_with_unknown_function
3350876,3350876,AF-Q12251-F1-model_v3.pdb@@AF-P38921-F1-model_v3.pdb.txt,0.7558,0.221,Q12251,P38921,pro_with_unknown_function
3351692,3351692,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q04031-F1-model_v3.pdb.txt,0.56685,0.072,Q3E7Z5,Q04031,pro_with_unknown_function
3351747,3351747,AF-P0C5S1-F1-model_v3.pdb@@AF-Q3E790-F1-model_v3.pdb.txt,0.588045,0.115,P0C5S1,Q3E790,pro_with_unknown_function
3351762,3351762,AF-Q3E804-F1-model_v3.pdb@@AF-P32633-F1-model_v3.pdb.txt,0.54104,0.02,Q3E804,P32633,pro_with_unknown_function
3352297,3352297,AF-P0C5N1-F1-model_v3.pdb@@AF-P40515-F1-model_v3.pdb.txt,0.5290699999999999,0.059,P0C5N1,P40515,pro_with_unknown_function
3352477,3352477,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q9ZZX9-F1-model_v3.pdb.txt,0.538025,0.032,Q3E7Z9,Q9ZZX9,pro_with_unknown_function
3352671,3352671,AF-Q8TGU8-F1-model_v3.pdb@@AF-Q2V2P9-F1-model_v3.pdb.txt,0.5067,0.103,Q8TGU8,Q2V2P9,pro_with_unknown_function
3352756,3352756,AF-Q8TGT4-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.5675,0.047,Q8TGT4,P40975,pro_with_unknown_function
3352855,3352855,AF-P0C5M1-F1-model_v3.pdb@@AF-P0C5R9-F1-model_v3.pdb.txt,0.510795,0.069,P0C5M1,P0C5R9,pro_with_unknown_function
3352868,3352868,AF-Q8TGT7-F1-model_v3.pdb@@AF-Q3E7B6-F1-model_v3.pdb.txt,0.534875,0.062,Q8TGT7,Q3E7B6,pro_with_unknown_function
3353252,3353252,AF-P0C5N1-F1-model_v3.pdb@@AF-Q06631-F1-model_v3.pdb.txt,0.51525,0.094,P0C5N1,Q06631,pro_with_unknown_function
3353379,3353379,AF-Q3E7A2-F1-model_v3.pdb@@AF-P57744-F1-model_v3.pdb.txt,0.5234800000000001,0.095,Q3E7A2,P57744,pro_with_unknown_function
3354361,3354361,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.76733,0.226,Q3E7Z9,P40975,pro_with_unknown_function
3354520,3354520,AF-Q3E809-F1-model_v3.pdb@@AF-Q03818-F1-model_v3.pdb.txt,0.568885,0.039,Q3E809,Q03818,pro_with_unknown_function
3354857,3354857,AF-P0C5P6-F1-model_v3.pdb@@AF-P40155-F1-model_v3.pdb.txt,0.55518,0.135,P0C5P6,P40155,pro_with_unknown_function
3354858,3354858,AF-Q3E805-F1-model_v3.pdb@@AF-Q9ZZX8-F1-model_v3.pdb.txt,0.51153,0.033,Q3E805,Q9ZZX8,pro_with_unknown_function
3354861,3354861,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.665605,0.032,Q3E7Z9,Q3E828,pro_with_unknown_function
3355047,3355047,AF-P0C5P6-F1-model_v3.pdb@@AF-Q6Q5X2-F1-model_v3.pdb.txt,0.50752,0.1,P0C5P6,Q6Q5X2,pro_with_unknown_function
3355180,3355180,AF-Q8TGT1-F1-model_v3.pdb@@AF-P35727-F1-model_v3.pdb.txt,0.574755,0.064,Q8TGT1,P35727,pro_with_unknown_function
3355383,3355383,AF-P0C5K9-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.6798150000000001,0.074,P0C5K9,Q3E828,pro_with_unknown_function
3355534,3355534,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.760995,0.076,Q3E7Z5,Q12248,pro_with_unknown_function
3355711,3355711,AF-P53074-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.501605,0.061,P53074,Q99380,pro_with_unknown_function
3356987,3356987,AF-P0C5P3-F1-model_v3.pdb@@AF-Q05027-F1-model_v3.pdb.txt,0.509315,0.1,P0C5P3,Q05027,pro_with_unknown_function
3357633,3357633,AF-P46996-F1-model_v3.pdb@@AF-P32901-F1-model_v3.pdb.txt,0.60117,0.073,P46996,P32901,pro_with_unknown_function
3357802,3357802,AF-Q8TGS5-F1-model_v3.pdb@@AF-P53958-F1-model_v3.pdb.txt,0.500445,0.0,Q8TGS5,P53958,pro_with_unknown_function
3358160,3358160,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q04477-F1-model_v3.pdb.txt,0.5390900000000001,0.051,Q3E7A0,Q04477,pro_with_unknown_function
3358363,3358363,AF-Q45U18-F1-model_v3.pdb@@AF-P32610-F1-model_v3.pdb.txt,0.541,0.119,Q45U18,P32610,pro_with_unknown_function
3358874,3358874,AF-P53962-F1-model_v3.pdb@@AF-P33750-F1-model_v3.pdb.txt,0.6022700000000001,0.194,P53962,P33750,pro_with_unknown_function
3359340,3359340,AF-P38318-F1-model_v3.pdb@@AF-P39980-F1-model_v3.pdb.txt,0.5357000000000001,0.109,P38318,P39980,pro_with_unknown_function
3359510,3359510,AF-P47107-F1-model_v3.pdb@@AF-Q06632-F1-model_v3.pdb.txt,0.51932,0.076,P47107,Q06632,pro_with_unknown_function
3359564,3359564,AF-Q3E804-F1-model_v3.pdb@@AF-Q3E784-F1-model_v3.pdb.txt,0.67536,0.038,Q3E804,Q3E784,pro_with_unknown_function
3359841,3359841,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q01649-F1-model_v3.pdb.txt,0.50854,0.111,Q3E7B4,Q01649,pro_with_unknown_function
3359882,3359882,AF-Q8TGS5-F1-model_v3.pdb@@AF-P40219-F1-model_v3.pdb.txt,0.56306,0.0,Q8TGS5,P40219,pro_with_unknown_function
3360303,3360303,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q03390-F1-model_v3.pdb.txt,0.54079,0.143,Q8TGS5,Q03390,pro_with_unknown_function
3360529,3360529,AF-Q3E7A0-F1-model_v3.pdb@@AF-P62651-F1-model_v3.pdb.txt,0.57831,0.0,Q3E7A0,P62651,pro_with_unknown_function
3360819,3360819,AF-Q3E7B0-F1-model_v3.pdb@@AF-Q3E7B2-F1-model_v3.pdb.txt,0.5533250000000001,0.125,Q3E7B0,Q3E7B2,pro_with_unknown_function
3360900,3360900,AF-Q3E7A6-F1-model_v3.pdb@@AF-P14724-F1-model_v3.pdb.txt,0.52003,0.0,Q3E7A6,P14724,pro_with_unknown_function
3361169,3361169,AF-Q3E778-F1-model_v3.pdb@@AF-Q08687-F1-model_v3.pdb.txt,0.5467,0.147,Q3E778,Q08687,pro_with_unknown_function
3361249,3361249,AF-Q3E7A6-F1-model_v3.pdb@@AF-P20486-F1-model_v3.pdb.txt,0.5034,0.056,Q3E7A6,P20486,pro_with_unknown_function
3361679,3361679,AF-Q3E6R4-F1-model_v3.pdb@@AF-Q3E790-F1-model_v3.pdb.txt,0.518885,0.037,Q3E6R4,Q3E790,pro_with_unknown_function
3361781,3361781,AF-P0C5M0-F1-model_v3.pdb@@AF-Q03818-F1-model_v3.pdb.txt,0.5438700000000001,0.156,P0C5M0,Q03818,pro_with_unknown_function
3361908,3361908,AF-P0C5N1-F1-model_v3.pdb@@AF-P32448-F1-model_v3.pdb.txt,0.52384,0.019,P0C5N1,P32448,pro_with_unknown_function
3361986,3361986,AF-P40445-F1-model_v3.pdb@@AF-P54854-F1-model_v3.pdb.txt,0.660375,0.116,P40445,P54854,pro_with_unknown_function
3362208,3362208,AF-Q3E750-F1-model_v3.pdb@@AF-P54837-F1-model_v3.pdb.txt,0.53436,0.067,Q3E750,P54837,pro_with_unknown_function
3363096,3363096,AF-Q3E782-F1-model_v3.pdb@@AF-Q05637-F1-model_v3.pdb.txt,0.58418,0.156,Q3E782,Q05637,pro_with_unknown_function
3363099,3363099,AF-P0C5M8-F1-model_v3.pdb@@AF-Q04272-F1-model_v3.pdb.txt,0.510435,0.034,P0C5M8,Q04272,pro_with_unknown_function
3363351,3363351,AF-P53748-F1-model_v3.pdb@@AF-P38142-F1-model_v3.pdb.txt,0.5760000000000001,0.106,P53748,P38142,pro_with_unknown_function
3363850,3363850,AF-Q3E794-F1-model_v3.pdb@@AF-Q6Q5X2-F1-model_v3.pdb.txt,0.54792,0.05,Q3E794,Q6Q5X2,pro_with_unknown_function
3364356,3364356,AF-Q8TGT1-F1-model_v3.pdb@@AF-Q3E7B7-F1-model_v3.pdb.txt,0.619015,0.128,Q8TGT1,Q3E7B7,pro_with_unknown_function
3364624,3364624,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q03818-F1-model_v3.pdb.txt,0.626035,0.09,Q3E7Z5,Q03818,pro_with_unknown_function
3364867,3364867,AF-Q3E7B0-F1-model_v3.pdb@@AF-P87108-F1-model_v3.pdb.txt,0.554945,0.088,Q3E7B0,P87108,pro_with_unknown_function
3365143,3365143,AF-Q3E7A6-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.728375,0.056,Q3E7A6,P40975,pro_with_unknown_function
3365393,3365393,AF-Q3E821-F1-model_v3.pdb@@AF-P36116-F1-model_v3.pdb.txt,0.533005,0.101,Q3E821,P36116,pro_with_unknown_function
3365940,3365940,AF-P47062-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.60612,0.071,P47062,P40975,pro_with_unknown_function
3366076,3366076,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q06201-F1-model_v3.pdb.txt,0.5162,0.065,Q3E7Z9,Q06201,pro_with_unknown_function
3366106,3366106,AF-Q3E7A0-F1-model_v3.pdb@@AF-P87108-F1-model_v3.pdb.txt,0.588965,0.105,Q3E7A0,P87108,pro_with_unknown_function
3366155,3366155,AF-P0C5R4-F1-model_v3.pdb@@AF-P28004-F1-model_v3.pdb.txt,0.525075,0.065,P0C5R4,P28004,pro_with_unknown_function
3366318,3366318,AF-P53918-F1-model_v3.pdb@@AF-Q04301-F1-model_v3.pdb.txt,0.61819,0.111,P53918,Q04301,pro_with_unknown_function
3366452,3366452,AF-Q8TGS5-F1-model_v3.pdb@@AF-P39982-F1-model_v3.pdb.txt,0.609195,0.057,Q8TGS5,P39982,pro_with_unknown_function
3366488,3366488,AF-Q8TGS5-F1-model_v3.pdb@@AF-P40010-F1-model_v3.pdb.txt,0.50202,0.029,Q8TGS5,P40010,pro_with_unknown_function
3366613,3366613,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P53299-F1-model_v3.pdb.txt,0.519425,0.037,Q3E7Z6,P53299,pro_with_unknown_function
3366763,3366763,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q12207-F1-model_v3.pdb.txt,0.5058050000000001,0.053,Q3E7A0,Q12207,pro_with_unknown_function
3366937,3366937,AF-Q3E767-F1-model_v3.pdb@@AF-P43557-F1-model_v3.pdb.txt,0.5851850000000001,0.087,Q3E767,P43557,pro_with_unknown_function
3366992,3366992,AF-P53089-F1-model_v3.pdb@@AF-P25515-F1-model_v3.pdb.txt,0.518905,0.106,P53089,P25515,pro_with_unknown_function
3367412,3367412,AF-Q45U18-F1-model_v3.pdb@@AF-P38736-F1-model_v3.pdb.txt,0.509745,0.033,Q45U18,P38736,pro_with_unknown_function
3367460,3367460,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q01926-F1-model_v3.pdb.txt,0.504735,0.086,Q8TGS5,Q01926,pro_with_unknown_function
3367489,3367489,AF-Q3E813-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.550765,0.045,Q3E813,P80967,pro_with_unknown_function
3368540,3368540,AF-Q3E809-F1-model_v3.pdb@@AF-P31109-F1-model_v3.pdb.txt,0.586735,0.038,Q3E809,P31109,pro_with_unknown_function
3368573,3368573,AF-Q3E7B4-F1-model_v3.pdb@@AF-P39970-F1-model_v3.pdb.txt,0.5102,0.111,Q3E7B4,P39970,pro_with_unknown_function
3368973,3368973,AF-P0C5M8-F1-model_v3.pdb@@AF-Q08630-F1-model_v3.pdb.txt,0.52154,0.172,P0C5M8,Q08630,pro_with_unknown_function
3369400,3369400,AF-P0C5S1-F1-model_v3.pdb@@AF-P33421-F1-model_v3.pdb.txt,0.5026349999999999,0.038,P0C5S1,P33421,pro_with_unknown_function
3369704,3369704,AF-Q3E810-F1-model_v3.pdb@@AF-Q08245-F1-model_v3.pdb.txt,0.537555,0.036,Q3E810,Q08245,pro_with_unknown_function
3369744,3369744,AF-P0C5Q3-F1-model_v3.pdb@@AF-Q9ZZX8-F1-model_v3.pdb.txt,0.508815,0.0,P0C5Q3,Q9ZZX8,pro_with_unknown_function
3369843,3369843,AF-P0C5M8-F1-model_v3.pdb@@AF-Q08559-F1-model_v3.pdb.txt,0.52868,0.034,P0C5M8,Q08559,pro_with_unknown_function
3370264,3370264,AF-Q3E767-F1-model_v3.pdb@@AF-P40060-F1-model_v3.pdb.txt,0.5559999999999999,0.043,Q3E767,P40060,pro_with_unknown_function
3370268,3370268,AF-Q3E7A0-F1-model_v3.pdb@@AF-P36095-F1-model_v3.pdb.txt,0.50485,0.051,Q3E7A0,P36095,pro_with_unknown_function
3370418,3370418,AF-P0C5K9-F1-model_v3.pdb@@AF-P02294-F1-model_v3.pdb.txt,0.541165,0.037,P0C5K9,P02294,pro_with_unknown_function
3370862,3370862,AF-P53270-F1-model_v3.pdb@@AF-Q12363-F1-model_v3.pdb.txt,0.60095,0.107,P53270,Q12363,pro_with_unknown_function
3371118,3371118,AF-P47159-F1-model_v3.pdb@@AF-Q12235-F1-model_v3.pdb.txt,0.728515,0.095,P47159,Q12235,pro_with_unknown_function
3371187,3371187,AF-Q3E762-F1-model_v3.pdb@@AF-P53158-F1-model_v3.pdb.txt,0.602775,0.121,Q3E762,P53158,pro_with_unknown_function
3371570,3371570,AF-P0C5N0-F1-model_v3.pdb@@AF-Q03713-F1-model_v3.pdb.txt,0.553725,0.081,P0C5N0,Q03713,pro_with_unknown_function
3371666,3371666,AF-Q45U18-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.6630100000000001,0.081,Q45U18,Q12248,pro_with_unknown_function
3372408,3372408,AF-P0C5N0-F1-model_v3.pdb@@AF-P47128-F1-model_v3.pdb.txt,0.6368750000000001,0.052,P0C5N0,P47128,pro_with_unknown_function
3372496,3372496,AF-P0C5N0-F1-model_v3.pdb@@AF-P53188-F1-model_v3.pdb.txt,0.62687,0.05,P0C5N0,P53188,pro_with_unknown_function
3373787,3373787,AF-Q8TGT1-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.75776,0.075,Q8TGT1,P32903,pro_with_unknown_function
3373818,3373818,AF-Q3E762-F1-model_v3.pdb@@AF-P01098-F1-model_v3.pdb.txt,0.665065,0.019,Q3E762,P01098,pro_with_unknown_function
3373881,3373881,AF-Q3E771-F1-model_v3.pdb@@AF-Q2V2P9-F1-model_v3.pdb.txt,0.522605,0.043,Q3E771,Q2V2P9,pro_with_unknown_function
3374333,3374333,AF-P0C5S1-F1-model_v3.pdb@@AF-P34247-F1-model_v3.pdb.txt,0.51867,0.115,P0C5S1,P34247,pro_with_unknown_function
3374584,3374584,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q3E7B6-F1-model_v3.pdb.txt,0.53342,0.0,Q8TGS5,Q3E7B6,pro_with_unknown_function
3374746,3374746,AF-P0C5Q3-F1-model_v3.pdb@@AF-P18411-F1-model_v3.pdb.txt,0.507925,0.041,P0C5Q3,P18411,pro_with_unknown_function
3374943,3374943,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q2V2Q0-F1-model_v3.pdb.txt,0.5842350000000001,0.065,Q3E7Z9,Q2V2Q0,pro_with_unknown_function
3376181,3376181,AF-Q8TGT7-F1-model_v3.pdb@@AF-Q03067-F1-model_v3.pdb.txt,0.533975,0.0,Q8TGT7,Q03067,pro_with_unknown_function
3376215,3376215,AF-Q2V2P0-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.58724,0.133,Q2V2P0,Q2V2P1,pro_with_unknown_function
3376307,3376307,AF-P0C5M8-F1-model_v3.pdb@@AF-P47111-F1-model_v3.pdb.txt,0.53081,0.069,P0C5M8,P47111,pro_with_unknown_function
3376444,3376444,AF-P0C5N1-F1-model_v3.pdb@@AF-Q12350-F1-model_v3.pdb.txt,0.52944,0.075,P0C5N1,Q12350,pro_with_unknown_function
3377160,3377160,AF-Q12027-F1-model_v3.pdb@@AF-P53136-F1-model_v3.pdb.txt,0.523155,0.092,Q12027,P53136,pro_with_unknown_function
3377211,3377211,AF-Q3E750-F1-model_v3.pdb@@AF-P53913-F1-model_v3.pdb.txt,0.536565,0.056,Q3E750,P53913,pro_with_unknown_function
3377212,3377212,AF-P0C5N1-F1-model_v3.pdb@@AF-P32527-F1-model_v3.pdb.txt,0.5347350000000001,0.038,P0C5N1,P32527,pro_with_unknown_function
3378643,3378643,AF-Q3E804-F1-model_v3.pdb@@AF-P52553-F1-model_v3.pdb.txt,0.61548,0.037,Q3E804,P52553,pro_with_unknown_function
3378944,3378944,AF-P47115-F1-model_v3.pdb@@AF-Q35811-F1-model_v3.pdb.txt,0.510975,0.065,P47115,Q35811,pro_with_unknown_function
3379078,3379078,AF-P53749-F1-model_v3.pdb@@AF-P36023-F1-model_v3.pdb.txt,0.50337,0.104,P53749,P36023,pro_with_unknown_function
3379250,3379250,AF-Q3E802-F1-model_v3.pdb@@AF-P0C270-F1-model_v3.pdb.txt,0.5772999999999999,0.214,Q3E802,P0C270,pro_with_unknown_function
3379254,3379254,AF-Q8TGS9-F1-model_v3.pdb@@AF-Q3E787-F1-model_v3.pdb.txt,0.5592550000000001,0.043,Q8TGS9,Q3E787,pro_with_unknown_function
