Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )	Cross-reference (Pfam)	Cross-reference (SUPFAM)	Protein families	3D
P36052	NDUF7_YEAST	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 homolog) (Protein midA homolog)	YKL162C YKL616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	402	46,509			YKL616	YKL162C	PF02636;		NDUFAF7 family	
Q92317	NCB2_YEAST	Negative cofactor 2 complex subunit beta (NC2 complex subunit beta) (Transcriptional repressor YDR1)	NCB2 YDR1 YDR397C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	146	16,650	YDR1	NCB2		YDR397C	PF00808;	SSF47113;		
P53939	NIS1_YEAST	Protein NIS1 (Jumonji domain-interacting protein 1) (Neck protein interacting with septins protein 1)	NIS1 JIP1 YNL078W N2337	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	407	45,908	JIP1	NIS1	N2337	YNL078W				
P25353	NPP1_YEAST	Ectonucleotide pyrophosphatase/phosphodiesterase 1 (E-NPP 1) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP1 YCR026C YCR246 YCR26C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	742	84,734		NPP1	YCR246 YCR26C	YCR026C	PF01663;	SSF53649;	Nucleotide pyrophosphatase/phosphodiesterase family	
P40007	NOP16_YEAST	Nucleolar protein 16	NOP16 YER002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231	26,901		NOP16		YER002W	PF09420;		NOP16 family	Electron microscopy (7)
P37838	NOP4_YEAST	Nucleolar protein 4 (Nucleolar protein NOP77)	NOP4 NOP77 YPL043W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	685	77,825	NOP77	NOP4		YPL043W	PF00076;	SSF54928;		
P34909	NOT4_YEAST	General negative regulator of transcription subunit 4 (Modulator of transcription 2)	MOT2 CCL1 NOT4 SIG1 SSF1 YER068W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	587	65,354	CCL1 NOT4 SIG1 SSF1	MOT2		YER068W		SSF54928;		X-ray crystallography (2)
Q12408	NPC2_YEAST	Phosphatidylglycerol/phosphatidylinositol transfer protein (PG/PI-TP) (NPC2 homolog)	NPC2 YDL046W D2699	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	173	19,063		NPC2	D2699	YDL046W	PF02221;	SSF81296;	NPC2 family	X-ray crystallography (2)
P33755	NPL4_YEAST	Nuclear protein localization protein 4 (HMG-CoA reductase degradation protein 4)	NPL4 HRD4 YBR170C YBR1231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	580	65,782	HRD4	NPL4	YBR1231	YBR170C	PF05021;PF05020;	SSF54236;	NPL4 family	Electron microscopy (2); X-ray crystallography (3)
Q05166	NUP59_YEAST	Nucleoporin ASM4 (Nuclear pore protein NUP59)	ASM4 NUP59 YDL088C D2420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528	58,793	NUP59	ASM4	D2420	YDL088C	PF05172;	SSF54928;		
P35056	PEX5_YEAST	Peroxisomal targeting signal receptor (PTS1 receptor) (PTS1R) (Peroxin-5) (Peroxisomal protein PAS10)	PEX5 PAS10 YDR244W YD8419.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	612	69,324	PAS10	PEX5	YD8419.11	YDR244W	PF00515;	SSF48452;	Peroxisomal targeting signal receptor family	
P16862	PFKA2_YEAST	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	PFK2 YMR205C YM8325.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	959	104,618		PFK2	YM8325.06C	YMR205C	PF00365;	SSF53784;SSF54593;	Phosphofructokinase type A (PFKA) family, ATP-dependent PFK group I subfamily, Eukaryotic two domain clade 'E' sub-subfamily	X-ray crystallography (1)
P53295	RBG2_YEAST	Ribosome-interacting GTPase 2 (GTP-binding protein RBG2)	RBG2 GIR1 YGR173W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368	41,006	GIR1	RBG2		YGR173W	PF01926;PF16897;PF02824;	SSF52540;SSF81271;	TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family	Electron microscopy (1)
P47104	RAV1_YEAST	Regulator of V-ATPase in vacuolar membrane protein 1 (Suppression of the onset of impotence protein 3)	RAV1 SOI3 YJR033C J1590	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1357	154,933	SOI3	RAV1	J1590	YJR033C	PF12234;	SSF50978;		
Q03956	RAV2_YEAST	Regulator of V-ATPase in vacuolar membrane protein 2	RAV2 YDR202C YD9346.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	351	40,017		RAV2	YD9346.12C	YDR202C	PF10259;			
Q08760	RAX1_YEAST	Bud site selection protein RAX1 (Revert to axial protein 1)	RAX1 YOR301W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435	50,161		RAX1		YOR301W		SSF48097;		
Q12465	RAX2_YEAST	Bud site selection protein RAX2 (Revert to axial protein 2)	RAX2 YLR084C L2389 L9449.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1220	133,959		RAX2	L2389 L9449.12	YLR084C		SSF50998;		
P06838	RAD10_YEAST	DNA repair protein RAD10	RAD10 YML095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210	24,311		RAD10		YML095C	PF03834;	SSF52980;	ERCC1/RAD10/SWI10 family	
P28519	RAD14_YEAST	DNA repair protein RAD14	RAD14 YMR201C YM8325.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	371	43,038		RAD14	YM8325.02C	YMR201C	PF05181;	SSF46955;	XPA family	X-ray crystallography (8)
P31244	RAD16_YEAST	DNA repair protein RAD16 (EC 3.6.4.-) (ATP-dependent helicase RAD16)	RAD16 YBR114W YBR0909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	790	91,430		RAD16	YBR0909	YBR114W	PF00271;PF00176;PF00097;	SSF52540;	SNF2/RAD54 helicase family	
P21827	RCC1_YEAST	Guanine nucleotide exchange factor SRM1 (Pheromone response pathway component SRM1) (Pre-mRNA-processing protein 20) (Regulator of chromosome condensation) (Suppressor of receptor mutations 1) (mRNA transport protein 1)	SRM1 MTR1 PRP20 YGL097W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	482	53,014	MTR1 PRP20	SRM1		YGL097W	PF00415;	SSF50985;		X-ray crystallography (4)
P48581	RAD17_YEAST	DNA damage checkpoint control protein RAD17 (DNA repair exonuclease RAD17)	RAD17 YOR368W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401	45,580		RAD17		YOR368W	PF02144;		Rad1 family	
Q03530	RCE1_YEAST	CAAX prenyl protease 2 (EC 3.4.-.-) (Prenyl protein-specific endoprotease 2) (PPSEP 2) (Ras and A-factor-converting enzyme) (RACE)	RCE1 YMR274C YM8156.16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	315	35,911		RCE1	YM8156.16C	YMR274C	PF02517;		Peptidase U48 family	
P32864	RAEP_YEAST	Rab proteins geranylgeranyltransferase component A (Rab escort protein) (REP)	MRS6 MSI4 YOR370C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	603	67,374	MSI4	MRS6		YOR370C	PF00996;	SSF51905;	Rab GDI family	
P10862	RAD18_YEAST	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAD18) (Radiation sensitivity protein 18)	RAD18 YCR066W YCR66W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	487	55,230		RAD18	YCR66W	YCR066W	PF02037;		RAD18 family	
P06777	RAD1_YEAST	DNA repair protein RAD1	RAD1 YPL022W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1100	126,370		RAD1		YPL022W	PF02732;	SSF47781;SSF52980;	XPF family	
P32628	RAD23_YEAST	UV excision repair protein RAD23	RAD23 YEL037C SYGP-ORF29	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	398	42,367		RAD23	SYGP-ORF29	YEL037C	PF00627;PF00240;PF09280;	SSF101238;SSF46934;SSF54236;		NMR spectroscopy (2); X-ray crystallography (12)
Q06891	RAF_YEAST	Trans-acting factor D (REP-antagonizing factor) (Recombinase-activating factor) (RAF)	RAF1 R0030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181	21,290		RAF1		R0030W				
Q03713	RCF1_YEAST	Respiratory supercomplex factor 1, mitochondrial (Altered inheritance of mitochondria protein 31)	RCF1 AIM31 YML030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159	18,477	AIM31	RCF1		YML030W	PF04588;		AIM31 family	NMR spectroscopy (1)
P53721	RCF2_YEAST	Respiratory supercomplex factor 2, mitochondrial (Altered inheritance of mitochondria protein 38)	RCF2 AIM38 YNR018W N3185	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	25,344	AIM38	RCF2	N3185	YNR018W	PF04588;			Electron microscopy (2); NMR spectroscopy (1)
Q05131	RCH1_YEAST	Solute carrier RCH1 (Regulator of calcium homeostasis 1)	RCH1 YMR034C YM9973.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434	48,375		RCH1	YM9973.08C	YMR034C	PF13593;		Bile acid:sodium symporter (BASS) (TC 2.A.28) family	
P38622	RCK1_YEAST	Serine/threonine-protein kinase RCK1 (EC 2.7.11.1)	RCK1 YGL158W G1854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	512	57,981		RCK1	G1854	YGL158W	PF00069;	SSF56112;	Protein kinase superfamily, Ser/Thr protein kinase family	
P38623	RCK2_YEAST	Serine/threonine-protein kinase RCK2 (EC 2.7.11.1) (CAM kinase-like protein kinase CLK1)	RCK2 CLK1 CMK3 YLR248W L9672.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610	68,062	CLK1 CMK3	RCK2	L9672.6	YLR248W	PF00069;	SSF56112;	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily	
Q04418	RBA50_YEAST	RNA polymerase II-associated protein RBA50 (RNA polymerase II-associated protein of 50 kDa)	RBA50 YDR527W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	439	50,192		RBA50		YDR527W	PF08620;PF08621;		RPAP1 family	
Q08096	RCL1_YEAST	RNA 3'-terminal phosphate cyclase-like protein	RCL1 RTC1 YOL010W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367	40,171	RTC1	RCL1		YOL010W	PF01137;PF05189;	SSF55205;	RNA 3'-terminal cyclase family, Type 2 subfamily	Electron microscopy (26); X-ray crystallography (1)
P53972	RCM1_YEAST	25S rRNA (cytosine(2278)-C(5))-methyltransferase (EC 2.1.1.311) (rRNA m(5)C methyltransferase 1)	RCM1 YNL022C N2815	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490	56,177		RCM1	N2815	YNL022C	PF01189;	SSF53335;	Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family	
P36054	RCN1_YEAST	Calcipressin-like protein (Down syndrome candidate region 1-like protein) (Regulator of calcineurin 1)	RCN1 DSCR1L YKL159C YKL613	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211	24,135	DSCR1L	RCN1	YKL613	YKL159C	PF04847;		RCAN family	
Q12044	RCN2_YEAST	Regulator of calcineurin 2 (Weak suppressor of PAT1 ts protein 1)	RCN2 WSP1 YOR220W YOR50-10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265	29,256	WSP1	RCN2	YOR50-10	YOR220W				
Q04779	RCO1_YEAST	Transcriptional regulatory protein RCO1	RCO1 YMR075W YM9916.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	684	78,836		RCO1	YM9916.14	YMR075W	PF00628;	SSF57903;		
Q9ZZX9	Q0010_YEAST	Putative uncharacterized protein Q0010, mitochondrial	Q0010 ORF6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128	15,628			ORF6	Q0010				
Q9ZZX8	Q0017_YEAST	Putative uncharacterized protein Q0017, mitochondrial	Q0017 ORF7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	53	6,271			ORF7	Q0017				
Q9ZZX7	Q0032_YEAST	Putative uncharacterized protein Q0032, mitochondrial	Q0032 ORF8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	96	12,471			ORF8	Q0032				
Q35811	Q0092_YEAST	Putative uncharacterized protein Q0092, mitochondrial	Q0092 ORF5 ORI5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	46	5,849			ORF5 ORI5	Q0092				
Q9ZZW4	Q0142_YEAST	Putative uncharacterized protein Q0142, mitochondrial	Q0142 ORF9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	58	6,868			ORF9	Q0142				
Q9ZZW3	Q0143_YEAST	Putative uncharacterized protein Q0143, mitochondrial	Q0143 ORF10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	50	5,940			ORF10	Q0143				
Q9ZZW2	Q0144_YEAST	Putative uncharacterized protein Q0144, mitochondrial	Q0144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	14,136				Q0144				
Q9ZZW1	Q0182_YEAST	Putative uncharacterized protein Q0182, mitochondrial	Q0182 ORF11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134	16,269			ORF11	Q0182				
Q9ZZV8	Q0297_YEAST	Putative uncharacterized protein Q0297, mitochondrial	Q0297 ORF12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	51	5,912			ORF12	Q0297				
P38212	RCR1_YEAST	Protein RCR1 (Resistance to Congo red protein 1)	RCR1 YBR005W YBR0111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	23,887		RCR1	YBR0111	YBR005W	PF12273;			
Q03446	RCR2_YEAST	Protein RCR2 (Protein SSH5) (Resistance to Congo red protein 2)	RCR2 SSH5 YDR003W YD8119.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210	24,211	SSH5	RCR2	YD8119.09	YDR003W	PF12273;			
Q12270	RBD2_YEAST	Rhomboid protein 2 (EC 3.4.21.-)	RBD2 YPL246C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	262	29,500		RBD2		YPL246C	PF01694;	SSF144091;	Peptidase S54 family	
P37299	QCR10_YEAST	Cytochrome b-c1 complex subunit 10, mitochondrial (Complex III subunit 10) (Complex III subunit XI) (Ubiquinol-cytochrome c oxidoreductase subunit 10) (Ubiquinol-cytochrome c reductase 8.5 kDa protein)	QCR10 YHR001W-A YHR001BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	77	8,593		QCR10	YHR001BW	YHR001W-A	PF09796;		UQCR11/QCR10 family	Electron microscopy (4)
P39531	RCY1_YEAST	Recyclin-1	RCY1 YJL204C J0318 J0320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	840	97,471		RCY1	J0318 J0320	YJL204C	PF07393;			
P07256	QCR1_YEAST	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome c oxidoreductase core protein 1) (Ubiquinol-cytochrome c reductase 44 kDa protein)	COR1 QCR1 YBL045C YBL0403	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	457	50,228	QCR1	COR1	YBL0403	YBL045C	PF00675;PF05193;	SSF63411;	Peptidase M16 family, UQCRC1/QCR1 subfamily	Electron microscopy (5); X-ray crystallography (8)
P43122	QRI7_YEAST	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein QRI7) (tRNA threonylcarbamoyladenosine biosynthesis protein QRI7)	QRI7 YDL104C D2366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	407	45,543		QRI7	D2366	YDL104C	PF00814;	SSF53067;	KAE1 / TsaD family	X-ray crystallography (2)
P07257	QCR2_YEAST	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)	QCR2 COR2 UCR2 YPR191W P9677.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368	40,478	COR2 UCR2	QCR2	P9677.6	YPR191W	PF00675;	SSF63411;	Peptidase M16 family, UQCRC2/QCR2 subfamily	Electron microscopy (5); X-ray crystallography (8)
P00127	QCR6_YEAST	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VI) (Cytochrome c1 non-heme 17 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c oxidoreductase subunit 6) (Ubiquinol-cytochrome c reductase 17 kDa protein)	QCR6 UCR6 YFR033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147	17,257	UCR6	QCR6		YFR033C	PF02320;	SSF81531;	UQCRH/QCR6 family	Electron microscopy (4); X-ray crystallography (8)
P00128	QCR7_YEAST	Cytochrome b-c1 complex subunit 7, mitochondrial (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 7) (Ubiquinol-cytochrome c reductase 14 kDa protein)	QCR7 CRO1 UCR7 YDR529C D9719.32	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127	14,565	CRO1 UCR7	QCR7	D9719.32	YDR529C	PF02271;	SSF81524;	UQCRB/QCR7 family	Electron microscopy (5); X-ray crystallography (8)
P08525	QCR8_YEAST	Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)	QCR8 YJL166W J0526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	94	10,975		QCR8	J0526	YJL166W	PF02939;	SSF81508;	UQCRQ/QCR8 family	Electron microscopy (5); X-ray crystallography (8)
P22289	QCR9_YEAST	Cytochrome b-c1 complex subunit 9, mitochondrial (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7.3 kDa protein) (Ubiquinol-cytochrome c oxidoreductase subunit 9) (Ubiquinol-cytochrome c reductase 7.3 kDa protein)	QCR9 UCR9 YGR183C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	66	7,476	UCR9	QCR9		YGR183C	PF05365;	SSF81514;	UQCR10/QCR9 family	Electron microscopy (4); X-ray crystallography (8)
P32641	RAD24_YEAST	Checkpoint protein RAD24	RAD24 YER173W SYGP-ORF60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	659	75,727		RAD24	SYGP-ORF60	YER173W		SSF52540;	Rad17/RAD24 family	
P30402	PYRX_YEAST	Orotate phosphoribosyltransferase 2 (OPRT 2) (OPRTase 2) (EC 2.4.2.10)	URA10 YMR271C YM8156.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	227	24,811		URA10	YM8156.13C	YMR271C	PF00156;	SSF53271;	Purine/pyrimidine phosphoribosyltransferase family, PyrE subfamily	
P40475	QDR1_YEAST	Quinidine resistance protein 1	QDR1 YIL120W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563	61,759		QDR1		YIL120W	PF07690;	SSF103473;	Major facilitator superfamily, CAR1 family	
Q00578	RAD25_YEAST	General transcription and DNA repair factor IIH helicase subunit XPB (TFIIH subunit XPB) (EC 3.6.4.12) (DNA repair helicase RAD25) (RNA polymerase II transcription factor B subunit SSL2) (TFB subunit SSL2) (Suppressor of stem-loop mutation 2)	SSL2 LOM3 RAD25 UVS112 YIL143C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	843	95,341	LOM3 RAD25 UVS112	SSL2		YIL143C	PF16203;PF13625;PF04851;	SSF52540;	Helicase family, RAD25/XPB subfamily	Electron microscopy (15)
P40474	QDR2_YEAST	Quinidine resistance protein 2	QDR2 YIL121W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	542	59,618		QDR2		YIL121W	PF07690;	SSF103473;	Major facilitator superfamily, CAR1 family	
P40352	RAD26_YEAST	DNA repair and recombination protein RAD26 (EC 3.6.4.12) (ATP-dependent helicase RAD26)	RAD26 GTA1085 YJR035W J1606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1085	124,528	GTA1085	RAD26	J1606	YJR035W	PF00271;PF00176;	SSF52540;	SNF2/RAD54 helicase family	Electron microscopy (1)
P38227	QDR3_YEAST	Quinidine resistance protein 3 (Acids quinidine resistance protein 2)	QDR3 AQR2 YBR043C YBR0413	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	689	77,287	AQR2	QDR3	YBR0413	YBR043C	PF07690;	SSF103473;	Major facilitator superfamily, CAR1 family	
Q12021	RAD28_YEAST	Radiation-sensitive protein 28	RAD28 YDR030C YD9813.08c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506	58,230		RAD28	YD9813.08c	YDR030C	PF00400;	SSF50978;		
P07276	RAD2_YEAST	DNA repair protein RAD2 (EC 3.1.-.-)	RAD2 YGR258C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1031	117,838		RAD2		YGR258C	PF00867;PF00752;	SSF47807;SSF88723;	XPG/RAD2 endonuclease family, XPG subfamily	NMR spectroscopy (1); X-ray crystallography (4)
Q04231	RAD33_YEAST	DNA repair protein RAD33	RAD33 YML011C YM9571.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177	20,270		RAD33	YM9571.07C	YML011C	PF08730;			Electron microscopy (2)
Q06665	RAD34_YEAST	DNA repair protein RAD34	RAD34 YDR314C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692	82,043		RAD34		YDR314C	PF10403;PF10405;		XPC family	
P06839	RAD3_YEAST	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (DNA repair helicase RAD3) (RNA polymerase II transcription factor B subunit RAD3) (TFB subunit RAD3)	RAD3 REM1 YER171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	778	89,786	REM1	RAD3		YER171W	PF06733;PF06777;PF13307;	SSF52540;	Helicase family, RAD3/XPD subfamily	Electron microscopy (15)
P14736	RAD4_YEAST	DNA repair protein RAD4	RAD4 YER162C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	754	87,174		RAD4		YER162C	PF10403;PF10405;PF03835;	SSF54001;	XPC family	Electron microscopy (2); NMR spectroscopy (1); X-ray crystallography (8)
Q05672	RBS1_YEAST	RNA-binding suppressor of PAS kinase protein 1	RBS1 YDL189W D1266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	457	51,957		RBS1	D1266	YDL189W	PF01424;	SSF82708;		
P12753	RAD50_YEAST	DNA repair protein RAD50 (EC 3.6.-.-) (153 kDa protein)	RAD50 YNL250W N0872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1312	152,569		RAD50	N0872	YNL250W	PF13476;PF04423;	SSF52540;	SMC family, RAD50 subfamily	
P38230	QOR_YEAST	Probable quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase)	ZTA1 YBR046C YBR0421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334	37,019		ZTA1	YBR0421	YBR046C	PF08240;PF00107;	SSF50129;SSF51735;	Zinc-containing alcohol dehydrogenase family, Quinone oxidoreductase subfamily	X-ray crystallography (2)
P25454	RAD51_YEAST	DNA repair protein RAD51	RAD51 YER095W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400	42,963		RAD51		YER095W	PF08423;	SSF47794;SSF52540;	RecA family, RAD51 subfamily	X-ray crystallography (2)
P06778	RAD52_YEAST	DNA repair and recombination protein RAD52	RAD52 YML032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471	52,404		RAD52		YML032C	PF04098;		RAD52 family	
P22216	RAD53_YEAST	Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1)	RAD53 MEC2 SAD1 SPK1 YPL153C P2588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	821	91,962	MEC2 SAD1 SPK1	RAD53	P2588	YPL153C	PF00498;PF00069;	SSF49879;SSF56112;	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CHEK2 subfamily	NMR spectroscopy (18); X-ray crystallography (9)
