,chemostat_0.5_mean,chemostat_0.35_mean,chemostat_0.2_mean,chemostat_0.12_mean,chemostat_0.5_uncertainty,chemostat_0.35_uncertainty,chemostat_0.2_uncertainty,chemostat_0.12_uncertainty
P0ABF4,6.139513292623252e-08,1.2948340242474305e-07,2.0222025931060916e-07,3.345550398773443e-07,1.2364979771343231e-08,2.7696499778652542e-08,4.998884810158257e-08,5.6506346235283446e-08
P10442,3.348825432339957e-08,2.506130369511156e-08,1.444430423647208e-08,7.902874957732541e-09,5.512166661631568e-09,2.323182852536841e-09,2.7978617306046423e-09,3.75939761739337e-09
P33590,1.8604585735221982e-09,2.0884419745926298e-09,2.4073840394120138e-09,2.634291652577514e-09,2.132085525256439e-10,5.20022051673565e-11,3.4473739444380036e-10,3.6959111885662514e-10
P07363,3.348825432339957e-08,8.562612095829783e-08,3.851814463059222e-08,0.0,2.9871522856472412e-09,2.3504370203052755e-08,5.78542532351495e-09,0.0
P76121,2.046504430874418e-08,1.8795977771333677e-08,5.777721694588832e-08,8.166304122990292e-08,1.75037523972689e-08,1.5636373907972483e-08,3.5336545884105294e-08,2.1722368967154183e-08
P65367,2.623246588666299e-07,4.5110346651200805e-07,4.670325036459307e-07,4.030466228443597e-07,4.031930006780101e-08,1.5806665466580763e-07,5.216753065725045e-08,1.0620278511948877e-07
P0ACK8,4.465100576453275e-08,9.397988885666836e-08,4.574029674882825e-08,4.741724974639525e-08,8.023785735886535e-09,1.0600931463032188e-08,1.0735247646949992e-08,1.430104252351281e-08
P0A6A0,1.3023210014655387e-08,1.044220987296315e-08,1.6851688275884094e-08,1.5805749915465082e-08,1.4195298915974372e-10,5.584493840060691e-09,3.1175623310385567e-09,2.176451763359542e-09
P16095,3.7209171470443963e-09,2.0884419745926298e-09,2.4073840394120138e-09,2.634291652577514e-09,7.285555773912926e-10,8.748483431568528e-10,1.1006559828191726e-09,1.1459168688712184e-09
Q46919,1.0604613869076529e-07,1.0442209872963151e-07,7.462890522177242e-08,7.37601662721704e-08,1.901407266725421e-08,1.0703265119787229e-08,2.041100557815476e-08,5.967197451418585e-09
P0AEN4,4.2790547191010556e-08,3.5503513568074715e-08,2.648122443353215e-08,1.0537166610310056e-08,8.750666900561659e-09,2.321929787352086e-09,9.024801286947758e-09,4.507799875890642e-09
P75906,2.046504430874418e-08,1.6707535796741038e-08,1.444430423647208e-08,7.902874957732541e-09,2.2347828385148645e-09,3.082540354498722e-09,1.2060994037454186e-09,8.716871078378993e-10
P52074,3.7209171470443963e-09,1.8795977771333677e-08,1.925907231529611e-08,3.4245791483507685e-08,3.145291264396628e-09,1.1728690129312208e-09,4.918767069326626e-09,4.7944108076910766e-09
P75954,5.581375720566594e-09,6.26532592377789e-09,2.4073840394120138e-09,2.634291652577514e-09,2.274968743702943e-09,2.588832671705024e-09,1.1897291922774171e-09,6.667392172673687e-10
P64585,2.7906878602832972e-08,3.132662961888945e-08,6.499936906412436e-08,4.478295809381773e-08,8.572993106790287e-09,7.27404339750613e-09,1.2954374254479986e-08,1.2333226659037405e-08
P76350,2.7906878602832972e-08,2.506130369511156e-08,3.611076059118021e-08,1.84400415680426e-08,1.4665064705788721e-08,1.2806326188202006e-08,2.979137748772367e-08,3.7101363634901712e-09
P75829,1.8604585735221982e-09,6.26532592377789e-09,2.4073840394120138e-09,2.634291652577514e-09,1.8946910112750062e-09,2.4102708828773544e-09,3.2138576926150384e-10,1.957278697865093e-09
P45771,7.441834294088793e-09,8.353767898370519e-09,7.22215211823604e-09,7.902874957732541e-09,1.0634381206252883e-09,4.644694951494009e-10,4.351346651237215e-09,7.121280624412794e-09
P23200,6.511605007327693e-08,5.429949133940838e-08,7.703628926118444e-08,5.268583305155029e-08,1.1812051483292432e-08,5.581987709691181e-09,1.2687876841317076e-08,7.233764877977853e-09
P36560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P02916,5.3953298632143735e-08,1.1277586662800201e-07,1.3481350620707276e-07,7.902874957732543e-08,4.246124602349713e-09,1.516835406146627e-08,5.156616612420532e-08,2.511533661567402e-08
Q6BF16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0AEL0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P21345,5.581375720566594e-09,2.0884419745926298e-09,2.4073840394120138e-09,2.634291652577514e-09,3.019524264826528e-09,1.1018619857950715e-09,4.831619767099911e-10,2.2359867547077935e-09
P69739,0.0,0.0,2.4073840394120138e-09,0.0,0.0,0.0,1.590317896435576e-09,0.0
P25748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0A996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P76440,1.8604585735221982e-09,0.0,2.4073840394120138e-09,0.0,1.6319942606936722e-09,0.0,1.6035585086523424e-09,0.0
P0AAZ4,9.30229286761099e-09,1.044220987296315e-08,7.22215211823604e-09,1.5805749915465082e-08,2.2678990011235587e-09,1.4347596365451368e-09,4.256014243276499e-09,2.0468446140527284e-09
P0ADB7,7.999971866145452e-05,0.0001130055952452072,0.00012079530894557661,0.00014049204241526396,1.4303949696668064e-05,1.267922778651225e-05,1.4290085048261714e-05,1.3641777318522134e-05
P0ADA7,3.53859220683922e-06,4.093346270201555e-06,6.251976350353e-06,1.0895430275060598e-05,6.012068159419835e-07,3.1682500131360033e-07,5.426715472106403e-07,1.004558671360587e-06
P0A7Q6,6.418582078651582e-06,4.3063673516100024e-06,4.362179879414568e-06,4.093689228105456e-06,6.707418272190903e-07,9.207013397742186e-07,8.87267387472923e-07,3.7784751575413365e-07
P0A6D0,1.380460261553471e-06,1.044220987296315e-06,1.0159160646318698e-06,9.378078283175948e-07,1.2990131061218163e-07,8.552169885956821e-08,9.072130457162594e-08,1.2060208672164272e-07
P0A898,2.0092952594039735e-07,5.617908911654175e-07,4.4536604729122245e-07,6.401328715763359e-07,1.8005294819519014e-07,1.2095357886791442e-07,6.399910099574867e-08,3.2525151204793625e-07
Q6E0U3,1.3395301729359829e-07,1.1277586662800201e-07,1.227765860100127e-07,1.0537166610310058e-07,1.3301534617254305e-08,6.0335088645981085e-09,2.5574362865885645e-08,2.5183828198641036e-09
P0AFT2,3.013942889105961e-07,2.3808238510355978e-07,2.672196283747335e-07,3.556293730979644e-07,2.3659451679481792e-08,3.856934638677669e-08,6.391893510723626e-08,4.523605625806107e-08
P39298,2.1023181880800837e-07,1.670753579674104e-07,1.8777595507413706e-07,2.1601191551135617e-07,1.3749160950043745e-08,2.9572338360231635e-08,2.7227513485749878e-09,4.989875248312327e-09
P0ABG1,1.0604613869076529e-07,1.2948340242474305e-07,1.4925781044354483e-07,1.5015462419691827e-07,1.5906920803614794e-09,3.396349645601011e-08,4.2941472064607854e-08,6.531726152565946e-08
P68699,3.57208046116262e-07,4.719878862579344e-07,4.3573651113357445e-07,3.635322480556969e-07,8.58728142863494e-08,8.99608911207623e-08,3.9652022513155274e-08,5.8492338712161625e-08
P0AD24,3.5534758754273985e-07,3.195316221126724e-07,3.6832975803003805e-07,3.2928645657218925e-07,3.57835020655539e-08,7.499407170984423e-08,1.4254361635762473e-08,3.194078628750235e-08
P18393,9.11624701025877e-08,5.012260739022312e-08,5.29624488670643e-08,5.53201247041278e-08,2.2088666505857e-08,1.9001480461633585e-08,1.1386926506418822e-08,3.20358842161604e-08
P0AF52,2.3069686311675253e-07,1.670753579674104e-07,1.3240612216766077e-07,1.7649754072269343e-07,4.429379771841649e-08,2.2705541147771073e-08,3.0400445649694904e-08,2.2732883245082917e-08
P0A890,5.320911520273486e-07,5.576140072162321e-07,3.707371420694501e-07,5.294926221680803e-07,5.991346371827944e-08,1.0187607911840564e-07,7.103323642050663e-08,5.130783508808699e-08
P37750,1.9534815021983078e-07,3.842733233250439e-07,3.5870022187239e-07,4.1621808110724716e-07,2.645013953976509e-08,1.2104609684738886e-08,2.3100294288581914e-08,7.758305031839088e-08
P0ACV6,9.860430439667648e-08,1.461909382214841e-07,1.661094987194289e-07,1.738632490701159e-07,2.7885297283380113e-08,2.9355140394874007e-08,1.594651187706518e-08,7.928164157597287e-09
P0A8Z7,7.069742579384352e-08,7.51839110853347e-08,1.0351751369471658e-07,1.1854312436598813e-07,1.161558705792849e-08,1.5833731674571482e-08,2.791867344346506e-08,1.8528290338403945e-08
P0AEH3,1.8604585735221979e-07,1.461909382214841e-07,1.3962827428589678e-07,1.0537166610310058e-07,1.6818545504640667e-08,1.4238997382772553e-08,1.5973474578306592e-08,2.1432596885370652e-08
P64616,6.697650864679914e-08,7.309546911074205e-08,1.1073966581295262e-07,1.7649754072269343e-07,1.566580537248632e-08,2.0174349474564805e-09,1.4041789625082394e-08,9.760314001964948e-09
P41052,2.6046420029310773e-08,2.9238187644296823e-08,1.6851688275884094e-08,2.3708624873197626e-08,6.970021999843562e-09,8.405978947735335e-09,1.973332697106028e-09,9.573542723797202e-09
P76194,1.1162751441133188e-08,2.0884419745926298e-09,1.2036920197060068e-08,7.902874957732541e-09,9.639035869418507e-09,1.3136300020187644e-09,1.5001613641595962e-08,8.345435955365564e-09
P39337,1.2279026585246503e-07,1.7960600981496617e-07,1.8536857103472504e-07,1.5015462419691827e-07,2.1832109268568295e-08,4.5619926493001406e-09,9.342575980150142e-09,1.9520101145599382e-09
P0ACV4,3.497662118221732e-07,4.4066125663904494e-07,4.6221773556710657e-07,4.82075372421685e-07,1.67538015462821e-08,5.640464084979775e-09,9.290576484898842e-08,7.317904153361179e-08
P0C960,1.3767393444064262e-07,9.189144688207573e-08,8.666582541883249e-08,6.058870800928282e-08,3.180267885578846e-08,6.28537496673398e-09,7.756591374985507e-09,5.234864372002036e-09
P0A8R7,7.441834294088792e-08,8.35376789837052e-08,9.388797753706853e-08,1.0273737445052307e-07,9.629733576550896e-09,8.504135720541189e-09,4.882174831927563e-09,9.575123298788747e-09
P68567,3.162779574987736e-08,2.714974566970419e-08,2.648122443353215e-08,3.68800831360852e-08,4.462681980307695e-09,2.685109846733744e-09,1.6815577515292916e-09,6.597846873045641e-09
P0AE39,2.046504430874418e-08,2.9238187644296823e-08,4.3332912709416246e-08,3.4245791483507685e-08,4.199427092154306e-09,5.341816882613029e-09,5.217282690213715e-09,6.366292636784077e-09
P67697,1.3395301729359829e-07,1.3574872834852097e-07,2.6481224433532154e-07,3.503607897928093e-07,4.4954632603731584e-08,1.4511539060456889e-08,3.890091869285872e-08,2.1196827782464965e-08
P31801,6.697650864679914e-08,5.012260739022312e-08,5.055506482765229e-08,5.005154139897277e-08,7.06602166223731e-09,1.05808824200761e-08,9.853182134909431e-09,3.3084068864721e-09
P0AD07,2.7906878602832967e-07,1.963135456117072e-07,2.1425717950766922e-07,2.1864620716393364e-07,7.144160922325241e-09,1.411494392948175e-08,2.2646983873960633e-08,2.9495373346414648e-08
P0AFE4,4.967424391304268e-07,4.5528035046119333e-07,4.3332912709416247e-07,4.425609976330224e-07,6.035420635434687e-08,6.328396871410589e-08,5.061284204459818e-08,7.014591812483404e-08
P0AAV4,1.7116218876404222e-07,1.963135456117072e-07,1.974054912317851e-07,1.4225174923918576e-07,3.1408261638201745e-08,9.364156125678433e-09,2.2504226000423507e-08,4.34863597424191e-08
P0C066,1.1162751441133188e-08,3.3415071593482076e-08,2.888860847294416e-08,7.902874957732541e-09,7.156439948910487e-09,2.4219243890955812e-08,2.159712369437305e-08,5.67821565713083e-09
P45469,1.4883668588177585e-08,2.2972861720518934e-08,3.1295992512356176e-08,6.322299966186033e-08,2.23106192136782e-09,6.54037373183174e-09,3.4675959703690648e-09,3.0789600835325983e-09
P0A7Q1,1.897667744992642e-07,1.3783717032311358e-07,1.251839700494247e-07,1.106402494082556e-07,3.9452512418397026e-08,7.305370027125019e-09,2.8817349905377564e-08,2.1143351661917638e-08
P0AFP4,7.627880151441012e-08,8.144923700911257e-08,8.666582541883249e-08,9.7468791145368e-08,6.689650892813767e-09,1.1565791655293984e-08,1.4117862960727814e-08,8.070415906836473e-09
P31680,1.3395301729359829e-07,9.606833083126097e-08,1.0111012965530458e-07,1.132745410608331e-07,3.840433005807462e-08,2.0539409131723597e-08,4.326502447950483e-08,2.562270118796045e-08
P0AFK6,1.3395301729359829e-07,8.144923700911257e-08,8.666582541883249e-08,5.53201247041278e-08,2.380345117307241e-08,2.6878248213007153e-09,8.44991797833617e-09,5.980105480516214e-09
P0AC16,2.2511548739618593e-07,2.359939431289672e-07,2.359236358623773e-07,1.4225174923918576e-07,1.5195295399242554e-08,4.483884919450376e-09,1.3966679243052741e-08,1.0156774895677861e-08
P0AFF0,2.0278998451391956e-07,1.6916379994200303e-07,1.6851688275884093e-07,1.685946657649609e-07,6.570395498250995e-09,3.082164434943295e-08,3.014767032555664e-08,8.851219952660445e-09
P0A9H5,2.1953411167561936e-07,2.6314368879867133e-07,2.7925654857179356e-07,1.9757187394331355e-07,7.0689983959549435e-09,1.0709948134105925e-08,2.3485475734887844e-08,1.9500343958205045e-08
P0AFS3,4.8371922911577155e-08,4.8034165415630486e-08,6.499936906412436e-08,7.37601662721704e-08,2.307340722882229e-09,3.0069387550184684e-09,1.269437677822349e-08,1.2399083950351843e-08
P76062,1.0418568011724309e-07,1.4201405427229886e-07,1.78146418916489e-07,6.849158296701537e-08,1.3887951159628505e-08,1.8518632677107762e-08,3.7410747972462695e-09,6.829980653470773e-08
P0ADV9,1.1348797298485407e-07,1.253065184755578e-07,1.420356583253088e-07,2.0810904055362358e-07,2.129034373195863e-08,1.755544323842565e-08,3.942909875110572e-08,1.2174378872386978e-08
P33647,1.3023210014655387e-07,1.5245626414526202e-07,1.6370211468001693e-07,1.8176612402784845e-07,2.3975729636980567e-08,3.479051947794878e-08,1.3767347844589424e-08,2.3538713061606375e-08
P0A8Z0,7.441834294088792e-08,6.891858516155679e-08,5.536983290647631e-08,7.902874957732543e-08,3.929288507278883e-09,3.25295721962548e-09,7.618889007931143e-09,9.088306201392425e-09
P37637,0.0,2.0884419745926298e-09,2.4073840394120138e-09,7.902874957732541e-09,0.0,1.507228573063501e-09,1.0151938494200462e-09,1.2723628681949392e-09
P08245,1.2092980727894288e-07,7.72723530599273e-08,7.944367330059644e-08,9.7468791145368e-08,2.7209206637762137e-09,1.2780847196111978e-08,4.289958358232209e-09,1.888945172397232e-08
P46859,1.1162751441133188e-08,8.353767898370519e-09,2.4073840394120138e-09,2.634291652577514e-09,3.729475256482598e-09,5.316337890523e-09,7.908256569468465e-10,3.4224717150287056e-09
P76001,4.093008861748836e-08,3.759195554266735e-08,4.092552867000423e-08,4.478295809381773e-08,3.9456605427258775e-09,4.334352474069545e-09,2.687170212472478e-08,2.0868858471719066e-09
D8FH86,4.465100576453275e-08,4.17688394918526e-08,5.055506482765229e-08,4.478295809381773e-08,1.4614274186731569e-08,1.3854724059447507e-08,1.308870628387918e-08,9.355159945798524e-09
P0AAW1,9.30229286761099e-09,1.044220987296315e-08,1.6851688275884094e-08,1.3171458262887572e-08,3.0641752705910593e-09,7.100702713614943e-10,1.774482775450595e-09,1.5265720126686692e-09
P69910,1.3023210014655387e-08,1.6707535796741038e-08,1.925907231529611e-08,2.6342916525775144e-08,4.5763559991499024e-09,4.195262238561675e-09,1.6870947348199388e-09,1.3751002426454625e-09
P0AB49,9.30229286761099e-09,1.253065184755578e-08,2.4073840394120135e-08,1.5805749915465082e-08,2.480921507791851e-09,5.777883566907969e-09,1.0334899681195773e-08,1.999427364306333e-09
P77615,4.8371922911577155e-08,5.2211049364815756e-08,6.018460098530034e-08,6.322299966186033e-08,9.476059698377964e-09,1.2864802563490602e-08,1.090544969853642e-08,4.065238878257619e-09
P0A6V5,9.30229286761099e-09,6.26532592377789e-09,2.4073840394120138e-09,2.634291652577514e-09,1.673482486883217e-09,3.627623709867398e-09,2.819046710151468e-10,1.1219448148327635e-09
Q46864,3.720917147044396e-08,3.5503513568074715e-08,4.3332912709416246e-08,5.53201247041278e-08,6.842766633414644e-09,8.204861985582067e-09,9.351242562692025e-09,2.2991043827035516e-08
P0A8C1,2.1395273595505273e-07,2.5270147892570827e-07,3.394411495570939e-07,3.161149983093017e-07,1.589668828146042e-08,1.0537651671202034e-08,3.39441149557094e-08,1.2170427434908113e-08
P0AFW0,6.511605007327693e-08,7.72723530599273e-08,7.222152118236042e-08,6.585729131443785e-08,3.2232444786272076e-09,1.0354495310030262e-08,1.0472120571442255e-09,9.819322134982683e-09
P0AD44,7.441834294088793e-09,8.353767898370519e-09,1.2036920197060068e-08,1.0537166610310056e-08,5.670677732095659e-10,3.427550968701424e-09,6.174940061091814e-09,9.662581781654322e-10
P0AGJ7,4.6511464338054946e-08,2.9238187644296823e-08,2.1666456354708123e-08,2.3708624873197626e-08,8.809271345627609e-09,3.6576972743015323e-09,2.539308684771792e-09,3.1105715833635277e-09
P39321,7.441834294088793e-09,8.353767898370519e-09,9.629536157648055e-09,7.902874957732541e-09,1.0195312982901642e-09,1.544611684408709e-09,2.0154619177957376e-09,1.5189325668761945e-09
P64488,1.8604585735221982e-09,4.1768839491852595e-09,4.8147680788240276e-09,5.268583305155028e-09,1.2952512588861542e-09,9.79896974478862e-10,5.142172308184061e-10,8.845951369355291e-10
P61887,3.534871289692176e-08,2.506130369511156e-08,2.888860847294416e-08,2.107433322062011e-08,7.578764045100025e-09,1.5831225544201976e-08,5.332837124105494e-09,3.5847440808274814e-09
P76502,5.3953298632143735e-08,4.8034165415630486e-08,4.092552867000423e-08,2.8977208178352656e-08,1.0920147643145895e-08,6.984167651432673e-09,1.5502590260197604e-08,5.071011431211714e-09
E1MTY0,2.6046420029310773e-08,1.6707535796741038e-08,1.925907231529611e-08,1.84400415680426e-08,5.310865043976467e-09,2.4727152979176744e-09,4.340994899867742e-09,2.419333453727189e-09
P0A8N0,6.883696722032131e-08,7.72723530599273e-08,6.018460098530034e-08,4.478295809381773e-08,1.1633447460234302e-08,1.5338562082395572e-08,2.4940498648308453e-08,1.1549524892395595e-08
P0AFA7,3.720917147044396e-08,3.3415071593482076e-08,2.648122443353215e-08,3.68800831360852e-08,2.408177577567133e-08,3.125311646138379e-08,4.652751132971598e-09,1.7444279323368298e-08
P77526,4.8371922911577155e-08,7.51839110853347e-08,5.536983290647631e-08,8.166304122990292e-08,4.953284906145501e-09,1.8149396135999792e-08,2.6095802248822295e-08,1.4364528952339925e-08
P0AFY6,7.441834294088793e-09,8.353767898370519e-09,9.629536157648055e-09,7.902874957732541e-09,4.6213790966291395e-09,2.8745315338292957e-09,1.2113956486321252e-09,6.385522965847894e-10
P77302,4.8371922911577155e-08,4.594572344103787e-08,2.648122443353215e-08,1.5805749915465082e-08,8.25225004871506e-09,6.069430066561102e-09,6.858637128284826e-09,3.2638873575435397e-09
P51024,1.0418568011724309e-07,7.100702713614943e-08,6.981413714294839e-08,6.585729131443785e-08,2.8369760695925292e-08,8.428534121060934e-09,1.7174277737165307e-08,1.7682682717926562e-08
P0AD57,1.0046476297019867e-07,1.1695275057718729e-07,1.251839700494247e-07,1.317145826288757e-07,1.4818552538104308e-08,1.039709952631195e-08,3.3611895958270535e-08,5.4134693460467915e-09
P0A8V0,7.441834294088793e-09,6.26532592377789e-09,4.8147680788240276e-09,5.268583305155028e-09,4.0557996902783916e-10,6.822939930994123e-10,1.2475064092233052e-09,1.2433856600165865e-09
P68688,1.4511576873473146e-07,1.7125224191659566e-07,1.3722089024648474e-07,1.3698316593403074e-07,1.6847940750102322e-08,2.0755771720291395e-08,8.933079955046157e-09,7.383392643844255e-09
P0AFJ5,2.2325502882266376e-08,1.253065184755578e-08,2.1666456354708123e-08,3.4245791483507685e-08,4.759797214499191e-09,9.991941783240977e-09,6.471770513151316e-09,1.377023275551844e-08
