Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
Q09756	HXK1_SCHPO	Hexokinase-1 (EC 2.7.1.1)	hxk1 SPAC24H6.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	484	"53,598"		hxk1	SPAC24H6.04	
O43045	ISA2_SCHPO	Iron-sulfur assembly protein 2	isa2 SPBC3B9.17	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	205	"23,239"		isa2	SPBC3B9.17	
P87171	KPR5_SCHPO	Ribose-phosphate pyrophosphokinase 5 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 5)	SPBC3D6.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	341	"37,338"			SPBC3D6.06c	
O94413	KPR2_SCHPO	Ribose-phosphate pyrophosphokinase 2 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 2)	SPCC1620.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	321	"34,779"			SPCC1620.06c	
O14289	LEUC_SCHPO	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leu2 SPAC9E9.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	758	"82,783"		leu2	SPAC9E9.03	
O94414	LNP_SCHPO	Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark)	lnp1 SPCC1620.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	334	"37,437"		lnp1	SPCC1620.07c	
Q9USY3	NAA35_SCHPO	"N-alpha-acetyltransferase 35, NatC auxiliary subunit (N-terminal acetyltransferase C complex subunit mak10) (NatC complex subunit mak10)"	mak10 naa35 SPBC1861.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	708	"80,456"	naa35	mak10	SPBC1861.03	
O43080	NAA38_SCHPO	"N-alpha-acetyltransferase 38, NatC auxiliary subunit (N-terminal acetyltransferase C complex subunit naa38)"	naa38 mak31 SPBC947.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	116	"13,226"	mak31	naa38	SPBC947.03c	
Q9USH6	NAA40_SCHPO	N-alpha-acetyltransferase 40 (EC 2.3.1.257)	naa40 SPCC825.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	204	"24,561"		naa40	SPCC825.04c	
Q9Y7Z8	MYO1_SCHPO	Myosin-1 (Class I unconventional myosin) (Type I myosin)	myo1 SPBC146.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1217	"135,710"		myo1	SPBC146.13c	
O13713	NAB2_SCHPO	Nuclear polyadenylated RNA-binding protein nab2	nab2 SPAC14C4.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	307	"33,929"		nab2	SPAC14C4.06c	
Q9USI6	MYO2_SCHPO	Myosin type-2 heavy chain 1 (Myosin type II heavy chain 1)	myo2 SPCC645.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1526	"176,432"		myo2	SPCC645.05c	
Q9Y7N7	NAR1_SCHPO	Cytosolic Fe-S cluster assembly factor NAR1 homolog (Nuclear architecture-related protein 1 homolog)	SPCC1450.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	538	"60,446"			SPCC1450.10c	
Q9USR6	NAT9_SCHPO	N-acetyltransferase 9-like protein (EC 2.3.1.-)	SPBC577.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	216	"24,785"			SPBC577.03c	
O14157	MYO3_SCHPO	Myosin type-2 heavy chain 2 (Myosin type II heavy chain 2)	myo3 myp2 SPAC4A8.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2104	"242,572"	myp2	myo3	SPAC4A8.05c	
O74805	MYO51_SCHPO	Myosin-51 (Myosin type V-1)	myo51 SPBC2D10.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1471	"167,657"		myo51	SPBC2D10.14c	
O94477	MYO52_SCHPO	Myosin-52 (Myosin type V-2)	myo52 SPCC1919.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1516	"175,155"		myo52	SPCC1919.10c	
G2TRP8	MZM1_SCHPO	"Mitochondrial zinc maintenance protein 1, mitochondrial"	new18 SPBC30D10.21	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	100	"11,541"		new18	SPBC30D10.21	
P0CF96	MZT1_SCHPO	Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1) (Transcripts altered in meiosis protein 4)	mzt1 tam4 SPAC9G1.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	64	"7,137"	tam4	mzt1	SPAC9G1.15c	
P87147	NACA_SCHPO	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC)	egd2 ucp15 SPBC25H2.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	173	"18,785"	ucp15	egd2	SPBC25H2.05	
O14360	NAF1_SCHPO	H/ACA ribonucleoprotein complex non-core subunit NAF1 (Nuclear assembly factor 1)	naf1 SPBC30D10.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	516	"57,639"		naf1	SPBC30D10.15	
P87115	NAT10_SCHPO	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)	nat10 SPAC20G8.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1033	"116,463"		nat10	SPAC20G8.09c	
O74985	NAT1_SCHPO	N-terminal acetyltransferase A complex subunit nat1 (NatA complex subunit nat1)	nat1 SPCC338.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	729	"83,679"		nat1	SPCC338.07c	
O94442	NBP35_SCHPO	Cytosolic Fe-S cluster assembly factor nbp35 (Nucleotide-binding protein 35)	nbp35 SPAC637.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	317	"34,261"		nbp35	SPAC637.08	
O74457	NAT3_SCHPO	N-terminal acetyltransferase B complex catalytic subunit naa20 (NatB complex subunit naa20) (EC 2.3.1.254) (NatB Nalpha terminal acetyltransferase 3)	naa20 nat3 SPCC16C4.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	180	"20,521"	nat3	naa20	SPCC16C4.12	
O43070	NBS1_SCHPO	DNA repair and telomere maintenance protein nbs1	nbs1 SPBC6B1.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	613	"68,807"		nbs1	SPBC6B1.09c	
O14348	NC2B_SCHPO	Negative cofactor 2 complex subunit beta (NC2 complex subunit beta)	ncb2 SPBC30D10.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	161	"18,327"		ncb2	SPBC30D10.02	
O74963	NCA2_SCHPO	Nuclear control of ATPase protein 2	nca2 SPBC4B4.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	573	"65,809"		nca2	SPBC4B4.02c	
O13725	NNRE_SCHPO	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Meiotically up-regulated gene 182 protein) (NAD(P)HX epimerase)	mug182 SPAC15A10.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	242	"26,466"		mug182	SPAC15A10.05c	
Q9P6R6	ATPD_SCHPO	"ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)"	atp16 SPBC13E7.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	167	"18,410"		atp16	SPBC13E7.04	
Q9URU2	DNA2_SCHPO	DNA replication ATP-dependent helicase/nuclease dna2 [Includes: DNA replication nuclease dna2 (EC 3.1.-.-); DNA replication ATP-dependent helicase dna2 (EC 3.6.4.12)]	dna2 SPBC16D10.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1397	"157,659"		dna2	SPBC16D10.04c	
O14107	DNI1_SCHPO	Cell fusion protein dni1 (Delayed minus-nitrogen induction protein 1)	dni1 SPAC31G5.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	234	"25,388"		dni1	SPAC31G5.07	
O13290	DYHC_SCHPO	"Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic) (DYHC)"	dhc1 SPAC1093.06c SPAC30C2.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	4196	"484,318"		dhc1	SPAC1093.06c SPAC30C2.01c	
P56288	EI2BG_SCHPO	Probable translation initiation factor eIF-2B subunit gamma (eIF-2B GDP-GTP exchange factor subunit gamma)	tif223 SPAC4D7.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	458	"50,462"		tif223	SPAC4D7.09	
O60068	ISD11_SCHPO	Protein isd11	isd11 SPBC13G1.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	102	"12,004"		isd11	SPBC13G1.06c	
Q9USK0	IPK1_SCHPO	"Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase)"	ipk1 SPCC4B3.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	640	"72,766"		ipk1	SPCC4B3.10c	
Q9US36	KLF1_SCHPO	Zinc finger protein klf1 (Krueppel-like zinc finger transcription factor 1)	klf1 SPAC1039.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	781	"89,010"		klf1	SPAC1039.05c	
Q9P6I5	KGUA_SCHPO	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	SPBC1198.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	202	"22,395"			SPBC1198.05	
P24488	HAP2_SCHPO	Transcriptional activator hap2	hap2 php2 SPBC725.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	334	"34,893"	php2	hap2	SPBC725.11c	
Q9UUH7	GYP7_SCHPO	GTPase-activating protein gyp7 (GAP for ypt7)	gyp7 SPAC630.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	743	"86,793"		gyp7	SPAC630.05	
Q10498	HGH1_SCHPO	Protein HGH1 homolog	hgh1 SPAC26F1.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	356	"41,260"		hgh1	SPAC26F1.12c	
Q9USP8	IDH2_SCHPO	"Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)"	idh2 glu2 SPBC902.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	379	"41,188"	glu2	idh2	SPBC902.05c	
O60168	LCL3_SCHPO	Probable endonuclease C19F8.04c (EC 3.1.-.-)	SPBC19F8.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	230	"26,393"			SPBC19F8.04c	
O14328	KSP1_SCHPO	Serine/threonine-protein kinase ksp1 (EC 2.7.11.1) (Serine/threonine-protein kinase ppk20)	ksp1 ppk20 SPBC16E9.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	474	"53,522"	ppk20	ksp1	SPBC16E9.13	
Q9USM4	LUC7_SCHPO	U1 snRNP-associated protein usp106 (Protein luc7)	usp106 luc7 SPCC16A11.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	264	"30,937"	luc7	usp106	SPCC16A11.13	
O14010	MED22_SCHPO	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Suppressor of RNA polymerase B 6 homolog)	med22 srb6 SPAC29A4.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	136	"15,382"	srb6	med22	SPAC29A4.07	
P79082	MGR2_SCHPO	Protein mgr2	mgr2 SPBC27.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	120	"12,917"		mgr2	SPBC27.06c	
Q9UUC9	MDM34_SCHPO	Mitochondrial distribution and morphology protein 34	mdm34 SPBC19C2.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	452	"50,329"		mdm34	SPBC19C2.11c	
O60104	MED7_SCHPO	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	med7 SPBC14F5.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	376	"43,509"		med7	SPBC14F5.08	
O94411	MFR2_SCHPO	Meiotic fizzy-related protein 2 (Meiotically up-regulated gene 55 protein)	mfr2 mug55 SPCC1620.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	509	"58,409"	mug55	mfr2	SPCC1620.04c	
Q9P7Y8	MID2_SCHPO	Septin ring organizing protein mid2	mid2 bud4 SPAPYUG7.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	706	"78,961"	bud4	mid2	SPAPYUG7.03c	
O42857	NPR2_SCHPO	Nitrogen permease regulator 2 homolog	SPAC23H3.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	409	"47,029"			SPAC23H3.03c	
O60178	NTA1_SCHPO	Protein N-terminal amidase (NT-amidase) (EC 3.5.1.-)	nta1 SPBC23E6.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	286	"32,427"		nta1	SPBC23E6.03c	
Q09904	NU124_SCHPO	Nucleoporin nup124 (Nuclear pore protein nup124)	nup124 SPAC30D11.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1159	"123,974"		nup124	SPAC30D11.04c	
Q09847	NU146_SCHPO	Nucleoporin nup146 (Nuclear pore protein nup146)	nup146 SPAC23D3.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1325	"145,777"		nup146	SPAC23D3.06c	
Q9USJ4	NTE1_SCHPO	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B) (Neuropathy target esterase homolog)	nte1 SPCC4B3.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1316	"147,846"		nte1	SPCC4B3.04c	
Q9Y7J0	NPY1_SCHPO	NAD-capped RNA hydrolase (DeNADding enzyme) (EC 3.6.1.-) (Probable NADH pyrophosphatase) (EC 3.6.1.22)	SPBC1778.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	376	"42,808"			SPBC1778.03c	
Q9P7M8	NU184_SCHPO	Nucleoporin nup184 (Nuclear pore protein nup184)	nup184 SPAP27G11.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1564	"176,964"		nup184	SPAP27G11.10c	
P78847	NU186_SCHPO	Nucleoporin nup186 (Nuclear pore protein nup186)	nup186 SPCC290.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1647	"186,412"		nup186	SPCC290.03c	
P14575	COX3_SCHPO	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	cox3 SPMIT.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	269	"30,408"		cox3	SPMIT.04	
Q9USN0	GPI10_SCHPO	GPI mannosyltransferase 3 (EC 2.4.1.-) (GPI mannosyltransferase III) (GPI-MT-III) (Glycosylphosphatidylinositol-anchor biosynthesis protein 10)	gpi10 SPCC16A11.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	506	"59,222"		gpi10	SPCC16A11.06c	
O59786	HEMH_SCHPO	"Ferrochelatase, mitochondrial (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)"	hem15 SPCC320.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	423	"47,235"		hem15	SPCC320.09	
P36605	HIS8_SCHPO	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	his3 pi009 SPBC11B10.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	384	"42,734"		his3	pi009 SPBC11B10.02c	
Q9UTC6	ISU1_SCHPO	"Iron sulfur cluster assembly protein 1, mitochondrial (Iron sulfur cluster scaffold protein 1)"	isu1 SPAC227.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	192	"20,616"		isu1	SPAC227.13c	
Q9UU88	KAD6_SCHPO	Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase)	SPCC830.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	175	"20,222"			SPCC830.11c	
O60063	NAM9_SCHPO	"37S ribosomal protein S4-like, mitochondrial"	nam9 SPBC13G1.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	327	"37,665"		nam9	SPBC13G1.01c	
O74499	LSM7_SCHPO	U6 snRNA-associated Sm-like protein LSm7	lsm7 SPCC285.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	113	"12,474"		lsm7	SPCC285.12	
Q9Y809	NAA25_SCHPO	N-terminal acetyltransferase B complex subunit arm1 (NatB complex subunit arm1) (Mitochondrial distribution and morphology protein 20)	arm1 mdm20 SPBC1215.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	811	"92,457"	mdm20	arm1	SPBC1215.02c	
P49740	NDK_SCHPO	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6)	ndk1 SPAC806.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	151	"17,013"		ndk1	SPAC806.07	
O94613	NDOR1_SCHPO	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	tah18 SPAC1296.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	584	"67,267"		tah18	SPAC1296.06	
Q9URX8	NG06_SCHPO	Probable nucleoporin C890.06	SPAC890.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1315	"147,631"			SPAC890.06	
O59718	NEM1_SCHPO	Nuclear envelope morphology protein 1 (EC 3.1.3.16)	nem1 SPBC3B8.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	476	"54,598"		nem1	SPBC3B8.10c	
O13961	NDC1_SCHPO	Nuclear envelope protein ndc1 (Cell untimely torn protein 11)	cut11 ndc1 SPAC1786.03 SPAC24C9.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	601	"69,355"	ndc1	cut11	SPAC1786.03 SPAC24C9.01	
Q9P7H0	NHP2_SCHPO	H/ACA ribonucleoprotein complex subunit nhp2 (H/ACA snoRNP protein NHP2) (High mobility group-like nuclear protein 2) (P17-nhp2)	nhp2 SPAC1782.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	154	"17,178"		nhp2	SPAC1782.10c	
Q10198	NDC80_SCHPO	Kinetochore protein ndc80 (NMS complex subunit ndc80)	ndc80 ndc10 tid3 SPBC11C11.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	624	"71,859"	ndc10 tid3	ndc80	SPBC11C11.03	
P87057	NHP6_SCHPO	Non-histone chromosomal protein 6	nhp6 SPAC57A10.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	108	"12,361"		nhp6	SPAC57A10.09c	
Q9UTK0	NOB1_SCHPO	20S-pre-rRNA D-site endonuclease nob1 (EC 3.1.-.-) (Pre-rRNA-processing endonuclease nob1)	nob1 SPAC1486.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	388	"43,874"		nob1	SPAC1486.09	
Q9USU8	NGG1_SCHPO	Chromatin-remodeling complexes subunit ngg1 (Kinesin-associated protein 1)	ngg1 ada3 kap1 SPBC28F2.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	551	"62,407"	ada3 kap1	ngg1	SPBC28F2.10c	
Q10107	NEP1_SCHPO	Ribosomal RNA small subunit methyltransferase mra1 (EC 2.1.1.-) (18S rRNA (pseudouridine-N1)-methyltransferase) (Multicopy suppressor of ras1-deficiency protein)	mra1 SPAC18G6.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	359	"39,775"		mra1	SPAC18G6.07c	
O13612	NEP2_SCHPO	NEDD8-specific protease 2 (EC 3.4.22.-) (Meiotically up-regulated gene 120 protein)	nep2 mug120 pi021 SPBC32H8.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	415	"46,433"	mug120	nep2	pi021 SPBC32H8.02c	
O43090	NDH2_SCHPO	"Probable NADH-ubiquinone oxidoreductase C947.15c, mitochondrial (EC 1.6.5.9)"	SPBC947.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	551	"60,781"			SPBC947.15c	
O94288	NOC3_SCHPO	Nucleolar complex-associated protein 3	noc3 SPBC887.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	747	"85,100"		noc3	SPBC887.03c	
Q9UT74	LYS4_SCHPO	"Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)"	lys2 lys4 SPAC343.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	721	"78,025"	lys4	lys2	SPAC343.16	
P0CY17	MATMC_SCHPO	Mating-type M-specific polypeptide Mc (mat-Mc)	mat1-Mc matMc SPBC23G7.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	181	"21,003"	matMc	mat1-Mc	SPBC23G7.09	
Q10268	MAC1_SCHPO	Membrane-anchored protein 1	mac1 SPAC13G7.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	756	"81,716"		mac1	SPAC13G7.04c	
Q1MTR0	ATP23_SCHPO	Mitochondrial inner membrane protease atp23 (EC 3.4.24.-)	atp23 SPCC320.12 SPCC330.17c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	185	"21,512"		atp23	SPCC320.12 SPCC330.17c	
O74896	CENPX_SCHPO	Inner kinetochore subunit mhf2 (CENP-X homolog) (Constitutive centromere-associated network protein mhf2) (MHF histone-fold complex subunit 2)	mhf2 SPCC576.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	89	"10,051"		mhf2	SPCC576.12c	
P36618	CDC16_SCHPO	Cell division control protein 16	cdc16 bub2 SPAC6F6.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	299	"33,989"	bub2	cdc16	SPAC6F6.08c	
Q10990	CDT2_SCHPO	Cell division cycle protein cdt2	cdt2 SPAC17H9.19c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	490	"54,294"		cdt2	SPAC17H9.19c	
Q09822	CDC15_SCHPO	Cell division control protein 15	cdc15 SPAC20G8.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	927	"102,119"		cdc15	SPAC20G8.05c	
P30597	CHS1_SCHPO	Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1)	chs1 SPAC13G6.12c SPAC24B11.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	859	"97,990"		chs1	SPAC13G6.12c SPAC24B11.01c	
O74756	CHS2_SCHPO	Chitin synthase-like protein 2	chs2 SPBC1709.01 SPBC1734.17	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	926	"105,579"		chs2	SPBC1709.01 SPBC1734.17	
Q09845	GPD2_SCHPO	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2 (EC 1.1.1.8)	gpd2 SPAC23D3.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	373	"40,874"		gpd2	SPAC23D3.04c	
Q9P6M1	GST3_SCHPO	Glutathione S-transferase 3 (EC 2.5.1.18) (GST-III)	gst3 SPAC688.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	242	"28,113"		gst3	SPAC688.04c	
Q09758	GUP1_SCHPO	Membrane-bound O-acyltransferase gup1 (Glycerol uptake protein 1)	gup1 SPAC24H6.01c SPAPB21F2.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	583	"68,234"		gup1	SPAC24H6.01c SPAPB21F2.01	
O13869	GUF1_SCHPO	"Translation factor guf1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase guf1) (Ribosomal back-translocase)"	guf1 SPAC1B3.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	652	"73,522"		guf1	SPAC1B3.04c	
P36611	HAP3_SCHPO	Transcriptional activator hap3	hap3 php3 SPAC23C11.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	116	"12,910"	php3	hap3	SPAC23C11.08	
Q9C469	GRT1_SCHPO	Zinc finger protein grt1	grt1 SPBPB8B6.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	648	"74,419"		grt1	SPBPB8B6.04c	
P87234	GYP3_SCHPO	GTPase-activating protein gyp3	gyp3 SPCC4G3.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	635	"72,790"		gyp3	SPCC4G3.09c	
O14367	GTI1_SCHPO	Gluconate transport inducer 1	gti1 SPAC1751.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	720	"78,726"		gti1	SPAC1751.01c	
O94524	GTO2_SCHPO	Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)	gto2 SPCC1281.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	313	"37,056"		gto2	SPCC1281.07c	
P33075	KAD2_SCHPO	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	adk1 SPAC4G9.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	220	"24,375"		adk1	SPAC4G9.03	
P36600	KAPR_SCHPO	cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit)	cgs1 SPAC8C9.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	412	"46,468"		cgs1	SPAC8C9.03	
Q9P7G9	KAPS_SCHPO	Adenylyl-sulfate kinase (EC 2.7.1.25) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase) (APS kinase)	met14 SPAC1782.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	202	"22,669"		met14	SPAC1782.11	
Q10276	KICH_SCHPO	Choline kinase (EC 2.7.1.32) (ATP:choline phosphotransferase)	SPAC13G7.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	456	"52,536"			SPAC13G7.12c	
