DBID	Systematic_name	Organism	Standard_name	Gene_name	Abundance_median	Abundance_SD	Molecular_weight
S000005735	YOR209C	S. cerevisiae	NPT1	Nicotinate PhosphoribosylTransferase	15376	6198	49016
S000005736	YOR210W	S. cerevisiae	RPB10	RNA Polymerase B	17845	5698	8278.8
S000005737	YOR211C	S. cerevisiae	MGM1	Mitochondrial Genome Maintenance	4269	1047	99178.8
S000005738	YOR212W	S. cerevisiae	STE4	STErile	2889	994	46575.7
S000005739	YOR213C	S. cerevisiae	SAS5	Something About Silencing	1341	169	29010.6
S000005740	YOR214C	S. cerevisiae	SPR2	SPorulation-Regulated	21663	19859	26134.7
S000005741	YOR215C	S. cerevisiae	AIM41	Altered Inheritance of Mitochondria	6997	3006	21240.2
S000005742	YOR216C	S. cerevisiae	RUD3	Relieves Uso1-1 transport Defect	4630	1827	56031.9
S000005743	YOR217W	S. cerevisiae	RFC1	Replication Factor C	3902	1542	94925.4
S000005744	YOR218C	S. cerevisiae					16013.8
S000005745	YOR219C	S. cerevisiae	STE13	STErile	1395	321	107179.9
S000005746	YOR220W	S. cerevisiae	RCN2	Regulator of CalciNeurin	3606	1168	29256.1
S000005747	YOR221C	S. cerevisiae	MCT1	Malonyl-CoA:ACP Transferase	2706	1235	40705.7
S000005748	YOR222W	S. cerevisiae	ODC2	OxoDicarboxylate Carrier	9909	5940	34026.5
S000005749	YOR223W	S. cerevisiae	DSC3	Defective for SREBP Cleavage	1295	928	32926.3
S000005750	YOR224C	S. cerevisiae	RPB8	RNA Polymerase B	6275	1472	16504.6
S000005751	YOR225W	S. cerevisiae					12698.4
S000005752	YOR226C	S. cerevisiae	ISU2	IscU homolog	4167	2065	16939
S000005753	YOR227W	S. cerevisiae	HER1	Hmg2p ER Remodeling	1262	729	139476.6
S000005754	YOR228C	S. cerevisiae	MCP1	Mdm10 Complementing Protein			34006.5
S000005755	YOR229W	S. cerevisiae	WTM2	WD repeat containing Transcriptional Modulator	3364	1098	51926.5
S000005756	YOR230W	S. cerevisiae	WTM1	WD repeat containing Transcriptional Modulator	21883	7927	48367
S000005757	YOR231W	S. cerevisiae	MKK1	Mitogen-activated protein Kinase-Kinase	1269	318	56724.9
S000005758	YOR232W	S. cerevisiae	MGE1	Mitochondrial GrpE	10216	6150	26067.8
S000005759	YOR233W	S. cerevisiae	KIN4	KINase	1740	650	90115.4
S000005760	YOR234C	S. cerevisiae	RPL33B	Ribosomal Protein of the Large subunit	42035	19121	12184.4
S000005761	YOR235W	S. cerevisiae	IRC13	Increased Recombination Centers			12393.8
S000005762	YOR236W	S. cerevisiae	DFR1	DihydroFolate Reductase	2745	842	24262.3
S000005763	YOR237W	S. cerevisiae	HES1	Homologous to kES1	5884	4428	49503.4
S000005764	YOR238W	S. cerevisiae			1868	921	35206.2
S000005765	YOR239W	S. cerevisiae	ABP140	Actin Binding Protein	9715	1533	71433.2
S000005767	YOR241W	S. cerevisiae	MET7	METhionine requiring	6591	1460	62160.1
S000005768	YOR242C	S. cerevisiae	SSP2	Sporulation SPecific	3000		43107.1
S000005769	YOR243C	S. cerevisiae	PUS7	PseudoUridine Synthase	6354	2475	77004.3
S000005770	YOR244W	S. cerevisiae	ESA1		1772	610	52614.4
S000005771	YOR245C	S. cerevisiae	DGA1	DiacylGlycerol Acyltransferase	1431	524	47732.9
S000005772	YOR246C	S. cerevisiae	ENV9	late ENdosome and Vacuole interface function	1634	661	37488.9
S000005773	YOR247W	S. cerevisiae	SRL1	Suppressor of Rad53 null Lethality	3304	1475	22040.1
S000005774	YOR248W	S. cerevisiae					11109.4
S000005775	YOR249C	S. cerevisiae	APC5	Anaphase Promoting Complex	424	340	79253.5
S000005776	YOR250C	S. cerevisiae	CLP1	CLeavage/Polyadenylation factor Ia subunit	2294	815	50217.1
S000005777	YOR251C	S. cerevisiae	TUM1	ThioUridine Modification	7816	2046	34213.2
S000005778	YOR252W	S. cerevisiae	TMA16	Translation Machinery Associated	3718	755	20854.4
S000005779	YOR253W	S. cerevisiae	NAT5	N-terminal AcetylTransferase	5530	3027	19727.9
S000005780	YOR254C	S. cerevisiae	SEC63	SECretory	9491	3050	75321
S000005781	YOR255W	S. cerevisiae	OSW1	Outer Spore Wall			32788.5
S000005782	YOR256C	S. cerevisiae	TRE2	Transferrrin REceptor like	738	360	91969.8
S000005783	YOR257W	S. cerevisiae	CDC31	Cell Division Cycle	3975	1572	18732.1
S000005784	YOR258W	S. cerevisiae	HNT3	Histidine triad NucleoTide-binding	724	536	25760.6
S000005785	YOR259C	S. cerevisiae	RPT4	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	11657	3490	49397.7
S000005786	YOR260W	S. cerevisiae	GCD1	General Control Derepressed	7227	1256	65671
S000005787	YOR261C	S. cerevisiae	RPN8	Regulatory Particle Non-ATPase	10410	3779	38302.9
S000005788	YOR262W	S. cerevisiae	GPN2	Gly-Pro-Asn (N) motif	2644	562	39694.2
S000005789	YOR263C	S. cerevisiae					15240.7
S000005790	YOR264W	S. cerevisiae	DSE3	Daughter Specific Expression	566	456	48098.3
S000005791	YOR265W	S. cerevisiae	RBL2	Rescues Beta-tubulin Lethality	5425	3194	12374
S000005792	YOR266W	S. cerevisiae	PNT1	PeNTamidine resistance	1460	290	48952.5
S000005793	YOR267C	S. cerevisiae	HRK1	Hygromycin Resistance Kinase	3544	1084	85692.1
S000005794	YOR268C	S. cerevisiae			1236		15201.9
S000005795	YOR269W	S. cerevisiae	PAC1	Perish in the Absence of Cin8p	1143	1028	56901.4
S000005796	YOR270C	S. cerevisiae	VPH1	Vacuolar pH	20462	11132	95502.3
S000005797	YOR271C	S. cerevisiae	FSF1	Fungal SideroFlexin 1	6426	2776	35427.7
S000005798	YOR272W	S. cerevisiae	YTM1		5793	2005	51356.3
S000005799	YOR273C	S. cerevisiae	TPO4	Transporter of POlyamines	3846	2713	73226.5
S000005800	YOR274W	S. cerevisiae	MOD5	tRNA MODification	2196	274	50249.3
S000005801	YOR275C	S. cerevisiae	RIM20	Regulator of IME2	2294	240	75940
S000005802	YOR276W	S. cerevisiae	CAF20	Cap Associated Factor	17776	6230	18216.4
S000005803	YOR277C	S. cerevisiae					10480.3
S000005804	YOR278W	S. cerevisiae	HEM4	HEMe biosynthesis	2088	607	30913.9
S000005805	YOR279C	S. cerevisiae	RFM1	Repression Factor of Middle sporulation element	1201	453	35199.5
S000005806	YOR280C	S. cerevisiae	FSH3	Family of Serine Hydrolases	3330	1909	30414.6
S000005807	YOR281C	S. cerevisiae	PLP2	Phosducin-Like Protein	5008	1504	32767.5
S000005808	YOR282W	S. cerevisiae					12163.5
S000005809	YOR283W	S. cerevisiae			6910	1692	26177.9
S000005810	YOR284W	S. cerevisiae	HUA2		1384	237	28420.2
S000005811	YOR285W	S. cerevisiae	RDL1	RhoDanese-Like protein	13993	4430	15410.4
S000005812	YOR286W	S. cerevisiae	RDL2	RhoDanese-Like protein	6888	2355	16706.6
S000005813	YOR287C	S. cerevisiae	RRP36	Ribosomal RNA Processing	1056	744	36129
S000005814	YOR288C	S. cerevisiae	MPD1	Multicopy suppressor of PDI1 deletion	3140	1495	36428.5
S000005815	YOR289W	S. cerevisiae			2091	654	29102.5
S000005816	YOR290C	S. cerevisiae	SNF2	Sucrose NonFermenting	2320	766	194044.7
S000005817	YOR291W	S. cerevisiae	YPK9	Yeast ParK9	2090	716	166728.2
S000005818	YOR292C	S. cerevisiae					36188.4
S000005819	YOR293W	S. cerevisiae	RPS10A	Ribosomal Protein of the Small subunit	15898	12223	12741.6
S000005820	YOR294W	S. cerevisiae	RRS1	Regulator of Ribosome Synthesis	8642	628	22971.7
S000005821	YOR295W	S. cerevisiae	UAF30	Upstream Activation Factor subunit	846	475	25971.4
S000005822	YOR296W	S. cerevisiae			448	402	147442.9
S000005823	YOR297C	S. cerevisiae	TIM18	Translocase of the Inner Mitochondrial membrane	1778	1112	21976.6
S000005824	YOR298W	S. cerevisiae	MUM3	MUddled Meiosis			57249.2
S000005825	YOR299W	S. cerevisiae	BUD7	BUD site selection	2070	1327	84807.7
S000005826	YOR300W	S. cerevisiae					12234.8
S000005827	YOR301W	S. cerevisiae	RAX1	Revert to Axial	1045	851	50160.1
S000005828	YOR302W	S. cerevisiae			7438	3675	2978.3
S000005829	YOR303W	S. cerevisiae	CPA1	Carbamyl Phosphate synthetase A	9502	6126	45361
S000005830	YOR304C-A	S. cerevisiae	BIL1	Bud6-Interacting Ligand	3005	1984	8610.6
S000005831	YOR304W	S. cerevisiae	ISW2	Imitation SWitch subfamily	2705	947	130317.7
S000005832	YOR305W	S. cerevisiae	RRG7	Required for Respiratory Growth	1420	653	27979.9
S000005833	YOR306C	S. cerevisiae	MCH5	MonoCarboxylate transporter Homolog			57571.5
S000005834	YOR307C	S. cerevisiae	SLY41	Suppressor of Loss of Ypt1	1322	811	50923.2
S000005835	YOR308C	S. cerevisiae	SNU66	Small NUclear ribonucleoprotein associated	1709	368	66425.8
S000005836	YOR309C	S. cerevisiae					16346.9
S000005837	YOR310C	S. cerevisiae	NOP58	NucleOlar Protein of 58 kDa	28378	6979	56965.9
S000005838	YOR311C	S. cerevisiae	DGK1	DiacylGlycerol Kinase	3480	1627	32844.3
S000005839	YOR312C	S. cerevisiae	RPL20B	Ribosomal Protein of the Large subunit	49393	8934	20457.1
S000005840	YOR313C	S. cerevisiae	SPS4	SPorulation Specific trancript			38605.7
S000005841	YOR314W	S. cerevisiae					12524.7
S000005842	YOR315W	S. cerevisiae	SFG1	SuperFicial pseudohyphal Growth	2284	924	39023.6
S000005843	YOR316C	S. cerevisiae	COT1	CObalt Toxicity	3101	1053	48139.2
S000005844	YOR317W	S. cerevisiae	FAA1	Fatty Acid Activation	24250	10059	77868.1
S000005845	YOR318C	S. cerevisiae					11620.7
S000005846	YOR319W	S. cerevisiae	HSH49	Human Sap Homolog	2397	1178	24509.4
S000005847	YOR320C	S. cerevisiae	GNT1	GlcNAc Transferase	3835	1739	57581.9
S000005848	YOR321W	S. cerevisiae	PMT3	Protein O-MannosylTransferase	2478	940	86317.3
S000005849	YOR322C	S. cerevisiae	LDB19	Low Dye Binding	1299	1061	89834.1
S000005850	YOR323C	S. cerevisiae	PRO2	PROline requiring	9049	6337	49728.9
S000005851	YOR324C	S. cerevisiae	FRT1	Functionally Related to TCP1	634	375	67309.4
S000005852	YOR325W	S. cerevisiae					16881.7
S000005853	YOR326W	S. cerevisiae	MYO2	MYOsin	6007	2768	180661.9
S000005854	YOR327C	S. cerevisiae	SNC2	Suppressor of the Null allele of CAP	4376	1853	12959.2
S000005855	YOR328W	S. cerevisiae	PDR10	Pleiotropic Drug Resistance	1078	833	176469.5
S000005856	YOR329C	S. cerevisiae	SCD5	Suppressor of Clathrin Deficiency	1490	786	97306.7
S000005857	YOR330C	S. cerevisiae	MIP1	MItochondrial DNA Polymerase	562	465	143532.1
S000005858	YOR331C	S. cerevisiae					20504.4
S000005859	YOR332W	S. cerevisiae	VMA4	Vacuolar Membrane Atpase	40566	7966	26467.6
S000005860	YOR333C	S. cerevisiae					16206.1
S000005861	YOR334W	S. cerevisiae	MRS2	Mitochondrial RNA Splicing	738	363	54221.5
S000005862	YOR335C	S. cerevisiae	ALA1	ALAnyl-tRNA synthetase	47441	10334	107252.8
S000005863	YOR336W	S. cerevisiae	KRE5	Killer toxin REsistant	2635	984	156426.1
S000005864	YOR337W	S. cerevisiae	TEA1	Ty Enhancer Activator	1735	254	86827.9
S000005865	YOR338W	S. cerevisiae					42130
S000005866	YOR339C	S. cerevisiae	UBC11	UBiquitin Carrier	1331	52	17745.3
S000005867	YOR340C	S. cerevisiae	RPA43	RNA Polymerase A	7388	2886	36203.2
S000005868	YOR341W	S. cerevisiae	RPA190	RNA Polymerase A	14969	5429	186426.8
S000005869	YOR342C	S. cerevisiae			1904	966	36904
S000005870	YOR343C	S. cerevisiae					12187.5
S000005871	YOR344C	S. cerevisiae	TYE7	Ty1-mediated Expression	866	610	32674.3
S000005872	YOR345C	S. cerevisiae					12872.2
S000005873	YOR346W	S. cerevisiae	REV1	REVersionless	1282	1276	112242.7
S000005874	YOR347C	S. cerevisiae	PYK2	PYruvate Kinase	3204	777	55192.9
S000005875	YOR348C	S. cerevisiae	PUT4	Proline UTilization	407		68789.1
S000005876	YOR349W	S. cerevisiae	CIN1	Chromosome INstability	984	809	116658
S000005877	YOR350C	S. cerevisiae	MNE1		1019	773	77240.7
S000005878	YOR351C	S. cerevisiae	MEK1	MEiotic Kinase			56853.3
S000005879	YOR352W	S. cerevisiae	TFB6		2859	945	39256.9
S000005880	YOR353C	S. cerevisiae	SOG2		1811	707	87326
S000005881	YOR354C	S. cerevisiae	MSC6	Meiotic Sister-Chromatid recombination	3561	1039	79952.1
S000005882	YOR355W	S. cerevisiae	GDS1		2134	804	57053.1
S000005883	YOR356W	S. cerevisiae	CIR2	Changed Intracellular Redox state	3898	1439	69636.5
S000005884	YOR357C	S. cerevisiae	SNX3	Sorting NeXin	3403	1357	18774.9
S000005885	YOR358W	S. cerevisiae	HAP5	Heme Activator Protein	1379	513	27652.9
S000005886	YOR359W	S. cerevisiae	VTS1	VTi1-2 Suppressor	3371	1284	57561.6
S000005887	YOR360C	S. cerevisiae	PDE2	PhosphoDiEsterase	2820	1347	60989.3
S000005888	YOR361C	S. cerevisiae	PRT1	PRoTein synthesis	26937	9088	88116.6
S000005889	YOR362C	S. cerevisiae	PRE10	PRoteinase yscE	15024	3480	31521.3
S000005890	YOR363C	S. cerevisiae	PIP2	Peroxisome Induction Pathway	1148	570	114713.7
S000005891	YOR364W	S. cerevisiae					14787.8
S000005892	YOR365C	S. cerevisiae					80303.8
S000005893	YOR366W	S. cerevisiae					13104.7
S000005894	YOR367W	S. cerevisiae	SCP1	S. cerevisiae CalPonin	3434	1722	22752.3
S000005895	YOR368W	S. cerevisiae	RAD17	RADiation sensitive	490	322	45564
S000005896	YOR369C	S. cerevisiae	RPS12	Ribosomal Protein of the Small subunit	65711	53507	15461.8
S000005897	YOR370C	S. cerevisiae	MRS6	Mitochondrial RNA Splicing	4679	988	67340.2
S000005898	YOR371C	S. cerevisiae	GPB1		1975	676	100930.8
S000005899	YOR372C	S. cerevisiae	NDD1	Nuclear Division Defective	511	451	60537.5
S000005900	YOR373W	S. cerevisiae	NUD1		1638	773	94100.1
S000005901	YOR374W	S. cerevisiae	ALD4	ALdehyde Dehydrogenase	22200	7817	56721.1
S000005902	YOR375C	S. cerevisiae	GDH1	Glutamate DeHydrogenase	55615	32892	49564.4
S000005903	YOR376W	S. cerevisiae					13808.5
S000005904	YOR377W	S. cerevisiae	ATF1	AcetylTransFerase	1734	622	61032.6
S000005905	YOR378W	S. cerevisiae	AMF1	AMmonium Facilitator	1184		56114.6
S000005906	YOR379C	S. cerevisiae					13297.7
S000005907	YOR380W	S. cerevisiae	RDR1	Repressor of Drug Resistance	952	214	61289.9
S000005908	YOR381W	S. cerevisiae	FRE3	Ferric REductase			80586.8
S000005909	YOR382W	S. cerevisiae	FIT2	Facilitator of Iron Transport	5744	2425	15303
S000005910	YOR383C	S. cerevisiae	FIT3	Facilitator of Iron Transport	3625		19824.3
S000005911	YOR384W	S. cerevisiae	FRE5	Ferric REductase	2212	1793	80304.1
S000005912	YOR385W	S. cerevisiae			1981	1236	34071.1
S000005913	YOR386W	S. cerevisiae	PHR1	PHotoreactivation Repair deficient	967	347	66292.8
S000005914	YOR387C	S. cerevisiae			1244	92	22131
S000005915	YOR388C	S. cerevisiae	FDH1	Formate DeHydrogenase	1000	292	41709.7
S000005916	YOR389W	S. cerevisiae			1580	640	70193.5
S000005917	YOR390W	S. cerevisiae	FEX1		1032	598	41992.7
S000005918	YOR391C	S. cerevisiae	HSP33	Heat-Shock Protein	350	19	25926.6
S000005919	YOR392W	S. cerevisiae					16950.3
S000005920	YOR393W	S. cerevisiae	ERR1	Enolase-Related Repeat	1991		47312
S000005921	YOR394W	S. cerevisiae	PAU21	seriPAUperin	3088		17713.5
S000005922	YPL001W	S. cerevisiae	HAT1	Histone AcetylTransferase	2339	757	43861.8
S000005923	YPL002C	S. cerevisiae	SNF8	Sucrose NonFermenting	944	575	26949.3
S000005924	YPL003W	S. cerevisiae	ULA1	Ubiquitin-Like protein Activation	1140	415	52841
S000005925	YPL004C	S. cerevisiae	LSP1	Long chain bases Stimulate Phosphorylation	26182	14011	38042.3
S000005926	YPL005W	S. cerevisiae	AEP3	ATPase ExPression	1688	72	70350.1
S000005927	YPL006W	S. cerevisiae	NCR1	Niemann-pick type C Related	1907	1026	132616.8
S000005928	YPL007C	S. cerevisiae	TFC8	Transcription Factor C	1632	297	67676
S000005929	YPL008W	S. cerevisiae	CHL1	CHromosome Loss	394	336	98810.9
S000005930	YPL009C	S. cerevisiae	RQC2	Ribosome Quality control Complex	6652	2245	119049.3
S000005931	YPL010W	S. cerevisiae	RET3	RETrieval from ER	7856	1525	21679.8
S000005932	YPL011C	S. cerevisiae	TAF3	TATA binding protein-Associated Factor	2481	1140	40273.3
S000005933	YPL012W	S. cerevisiae	RRP12	Ribosomal RNA Processing	8407	2781	137506
S000005934	YPL013C	S. cerevisiae	MRPS16	"Mitochondrial Ribosomal Protein, Small subunit"	2861	1497	13652.3
S000005935	YPL014W	S. cerevisiae	CIP1	Cdk1 Interacting Protein	3054	897	42483
S000005936	YPL015C	S. cerevisiae	HST2	Homolog of SIR Two (SIR2)	3468	1188	39967.6
S000005937	YPL016W	S. cerevisiae	SWI1	SWItching deficient	2331	704	147951.9
S000005938	YPL017C	S. cerevisiae	IRC15	Increased Recombination Centers	1446	1172	54147.8
S000005939	YPL018W	S. cerevisiae	CTF19	Chromosome Transmission Fidelity	1265	335	42788.7
S000005940	YPL019C	S. cerevisiae	VTC3	Vacuolar Transporter Chaperone	8066	5436	96553.2
S000005941	YPL020C	S. cerevisiae	ULP1	UbL-specific Protease	1567	941	72404.9
S000005942	YPL021W	S. cerevisiae	ECM23	ExtraCellular Mutant	3422		20633.1
S000005943	YPL022W	S. cerevisiae	RAD1	RADiation sensitive	753	164	126335.2
S000005944	YPL023C	S. cerevisiae	MET12	METhionine requiring	5122	2108	73917.1
S000005945	YPL024W	S. cerevisiae	RMI1	RecQ Mediated genome Instability	1471	29	26865.9
S000005946	YPL025C	S. cerevisiae					20612.6
S000005947	YPL026C	S. cerevisiae	SKS1	Suppressor Kinase of SNF3	2277	811	57820.4
S000005948	YPL027W	S. cerevisiae	SMA1	Spore Membrane Assembly			28421.4
S000005949	YPL028W	S. cerevisiae	ERG10	ERGosterol biosynthesis	26405	8946	41729.2
S000005950	YPL029W	S. cerevisiae	SUV3	SUppressor of Var1	882	599	84341.4
S000005951	YPL030W	S. cerevisiae	TRM44	TRna Methyltransferase	3625	969	64862.8
S000005952	YPL031C	S. cerevisiae	PHO85	PHOsphate metabolism	4130	664	34908.6
S000005953	YPL032C	S. cerevisiae	SVL3	Styryl dye Vacuolar Localization	4216	2180	92151.4
S000005954	YPL033C	S. cerevisiae	SRL4	Suppressor of Rad53 null Lethality or Suppressor of Rad53 and Lcd1			31925.2
S000005955	YPL034W	S. cerevisiae			286	72	18918.5
S000005956	YPL035C	S. cerevisiae					13379.9
S000005957	YPL036W	S. cerevisiae	PMA2	Plasma Membrane ATPase	40689	20032	102138.6
S000005958	YPL037C	S. cerevisiae	EGD1	Enhancer of Gal4 DNA binding	46777	28777	17018.4
S000005959	YPL038W	S. cerevisiae	MET31	METhionine requiring	988	647	19565.8
S000005960	YPL039W	S. cerevisiae					36120.7
S000005961	YPL040C	S. cerevisiae	ISM1	Isoleucyl tRNA Synthetase of Mitochondria	1345	607	115800.7
S000005962	YPL041C	S. cerevisiae	MRX11	Mitochondrial oRganization of gene eXpression (MIOREX)	591	569	24183.1
S000005963	YPL042C	S. cerevisiae	SSN3	Suppressor of SNf1	628	315	62872
S000005964	YPL043W	S. cerevisiae	NOP4	NucleOlar Protein	5837	1929	77842.3
S000005965	YPL044C	S. cerevisiae					19684
S000005966	YPL045W	S. cerevisiae	VPS16	Vacuolar Protein Sorting	1798	714	92740.1
S000005967	YPL046C	S. cerevisiae	ELC1	ELongin C	1392	667	11316.8
S000005968	YPL047W	S. cerevisiae	SGF11	SaGa associated Factor 11kDa	3299	653	11284.8
S000005969	YPL048W	S. cerevisiae	CAM1	Calcium And Membrane-binding protein	23200	5549	47091.1
S000005970	YPL049C	S. cerevisiae	DIG1	Down-regulator of Invasive Growth	3044	1156	49360
S000005971	YPL050C	S. cerevisiae	MNN9	MaNNosyltransferase	4596	2007	45949.9
S000005972	YPL051W	S. cerevisiae	ARL3	ADP-Ribosylation factor-Like	2024	623	22780.5
S000005973	YPL052W	S. cerevisiae	OAZ1	Ornithine decarboxylase AntiZyme	656	620	34044.6
S000005974	YPL053C	S. cerevisiae	KTR6	Kre Two Related	3315	1131	52115.4
S000005975	YPL054W	S. cerevisiae	LEE1		1215		33596.3
S000005976	YPL055C	S. cerevisiae	LGE1	LarGE cells	2419	999	37318.9
S000005977	YPL056C	S. cerevisiae	LCL1	Long Chronological Lifespan			11338.7
S000005978	YPL057C	S. cerevisiae	SUR1	SUppressor of Rvs161 and rvs167 mutations	2007	543	44819.4
S000005979	YPL058C	S. cerevisiae	PDR12	Pleiotropic Drug Resistance	4948	1892	171055.6
S000005980	YPL059W	S. cerevisiae	GRX5	GlutaRedoXin	4976	1740	16925.6
S000005981	YPL060W	S. cerevisiae	MFM1	Mrs2 Function Modulating factor	396		47088.5
S000005982	YPL061W	S. cerevisiae	ALD6	ALdehyde Dehydrogenase	135000	101795	54405.6
S000005983	YPL062W	S. cerevisiae					14912.5
S000005984	YPL063W	S. cerevisiae	TIM50	Translocase of the Inner Mitochondrial membrane	7101	3397	55098.2
S000005985	YPL064C	S. cerevisiae	CWC27	Complexed With Cef1p	1483	607	35023.3
S000005986	YPL065W	S. cerevisiae	VPS28	Vacuolar Protein Sorting	1408	302	27693.4
S000005987	YPL066W	S. cerevisiae	RGL1	Rho1 GEF Localizing	2258	680	54911.1
S000005988	YPL067C	S. cerevisiae	HTC1	Histidine Triad with Channel	3238	1496	22775.1
S000005989	YPL068C	S. cerevisiae			1254	777	33119.6
S000005990	YPL069C	S. cerevisiae	BTS1	Bet Two Suppressor	2202	842	38641.7
S000005991	YPL070W	S. cerevisiae	MUK1	coMpUtationally-linked to Kap95	2038	911	69544.3
S000005992	YPL071C	S. cerevisiae			641	412	18432.9
S000005993	YPL072W	S. cerevisiae	UBP16	UBiquitin-specific Protease	868	701	56937.9
S000005994	YPL073C	S. cerevisiae					18051.5
S000005995	YPL074W	S. cerevisiae	YTA6	Yeast Tat-binding Analog	1001	663	85333.5
S000005996	YPL075W	S. cerevisiae	GCR1	GlyColysis Regulation	1002	528	87734.7
S000005997	YPL076W	S. cerevisiae	GPI2	GlycosylPhosphatidylInositol anchor biosynthesis	1474	56	32586.5
S000005998	YPL077C	S. cerevisiae			1184	89	27468.8
S000005999	YPL078C	S. cerevisiae	ATP4	ATP synthase	20801	6872	26930.4
S000006000	YPL079W	S. cerevisiae	RPL21B	Ribosomal Protein of the Large subunit	43430	13098	18294.7
S000006001	YPL080C	S. cerevisiae					12472.6
S000006002	YPL081W	S. cerevisiae	RPS9A	Ribosomal Protein of the Small subunit	66820	32245	22456.2
S000006003	YPL082C	S. cerevisiae	MOT1	Modifier of Transcription	4935	1285	209957.6
S000006004	YPL083C	S. cerevisiae	SEN54	Splicing ENdonuclease	1211	667	54658.4
S000006005	YPL084W	S. cerevisiae	BRO1	BCK1-like Resistance to Osmotic shock	4780	2168	97253.6
S000006006	YPL085W	S. cerevisiae	SEC16	SECretory	5146	2620	241624.8
S000006007	YPL086C	S. cerevisiae	ELP3	ELongator Protein	4751	716	63673.9
S000006008	YPL087W	S. cerevisiae	YDC1	Yeast DihydroCeramidase	1712	693	37230
S000006009	YPL088W	S. cerevisiae			2837	162	39682.1
S000006010	YPL089C	S. cerevisiae	RLM1	Resistance to Lethality of MKK1P386 overexpression	710	377	73496
S000006011	YPL090C	S. cerevisiae	RPS6A	Ribosomal Protein of the Small subunit	69398	24167	27023.9
